Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
6,195.0,8,3,1,0,2,0,0,0,1,1,0,0,0,1,0,1790000
4,130.0,30,7,1,0,1,0,0,1,0,1,0,0,0,1,0,2500000
3,85.0,3,11,1,0,1,0,1,0,0,0,0,1,0,1,0,2460000
4,150.0,3,23,1,0,2,0,0,1,0,0,1,0,1,0,0,3350000
3,90.0,14,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1019000
5,370.0,11,7,1,0,2,0,0,1,0,1,0,0,0,0,1,4000000
5,140.0,45,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2250000
3,70.0,40,5,1,0,1,0,0,1,0,0,1,0,1,0,0,1100000
3,110.0,30,3,1,0,1,1,0,0,0,1,0,0,1,0,0,965000
4,150.0,5,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2549000
3,90.0,15,3,1,0,1,0,1,0,0,1,0,0,1,0,0,998000
4,125.0,35,4,1,0,1,0,0,1,0,0,1,0,1,0,0,2600000
4,120.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1680000
4,145.0,5,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1730000
4,130.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1149000
7,350.0,1,26,1,0,5,0,0,1,0,0,0,1,1,0,0,9200000
4,120.0,25,15,1,0,1,0,0,1,0,0,1,0,0,0,1,2250000
3,115.0,44,3,1,0,1,0,0,1,0,0,1,0,0,1,0,2500000
4,140.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2900000
5,215.0,2,17,1,0,2,0,0,1,0,0,0,1,1,0,0,4350000
4,125.0,31,7,1,0,1,0,0,1,0,1,0,0,0,1,0,900000
4,100.0,24,4,1,0,1,0,1,0,0,0,1,0,0,1,0,2700000
4,160.0,8,12,1,0,2,0,1,0,0,0,0,1,0,0,1,2460000
5,180.0,18,4,1,0,1,1,0,0,0,1,0,0,0,0,1,2950000
4,110.0,25,4,1,0,1,0,1,0,0,0,1,0,0,1,0,2850000
4,135.0,20,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
4,145.0,1,8,1,0,2,0,0,1,0,1,0,0,0,1,0,1300000
4,125.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1480000
4,120.0,30,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2400000
4,150.0,30,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
4,110.0,20,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1480000
4,140.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2250000
4,120.0,3,12,1,0,1,0,0,1,0,0,0,1,0,1,0,3850000
6,250.0,8,5,1,0,2,0,0,1,0,0,1,0,0,0,1,8250000
4,110.0,20,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1195000
4,180.0,4,13,1,0,2,0,0,1,0,1,0,0,1,0,0,2000000
3,110.0,25,2,1,0,1,1,0,0,0,1,0,0,0,1,0,1250000
5,150.0,20,3,1,0,1,0,0,1,0,1,0,0,0,1,0,4050000
4,110.0,26,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1550000
5,180.0,2,15,1,0,2,0,0,1,0,0,0,1,0,1,0,4850000
4,180.0,4,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1775000
4,115.0,20,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1395000
4,125.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,525000
4,140.0,18,3,1,0,1,0,0,1,0,1,0,0,0,1,0,3000000
4,155.0,25,4,1,0,2,0,0,1,0,0,0,1,0,1,0,3250000
4,120.0,45,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2600000
5,155.0,20,4,1,0,2,1,0,0,0,1,0,0,1,0,0,2900000
4,120.0,20,2,1,1,1,0,1,0,0,1,0,0,0,1,0,2550000
4,110.0,26,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
4,135.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1975000
4,127.0,9,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1750000
4,110.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1250000
4,140.0,25,4,1,0,1,0,0,1,0,1,0,0,0,0,1,949000
4,140.0,25,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2100000
5,180.0,8,7,1,0,2,0,0,1,0,1,0,0,0,1,0,3549000
4,140.0,30,3,1,0,1,0,0,1,0,0,1,0,1,0,0,1950000
5,180.0,25,3,1,0,2,0,0,1,0,0,1,0,0,1,0,4200000
5,150.0,8,12,1,0,2,0,0,1,0,0,0,1,0,0,1,1435000
4,88.0,25,6,1,0,1,0,0,1,0,0,1,0,0,1,0,1550000
3,85.0,42,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1185000
4,120.0,14,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1480000
3,100.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1700000
5,220.0,5,7,1,0,2,0,0,1,0,0,0,1,0,1,0,4900000
3,119.0,23,11,1,0,1,0,0,1,0,0,1,0,0,1,0,1700000
5,200.0,16,9,1,0,2,0,0,1,0,1,0,0,0,1,0,6150000
4,120.0,30,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1725000
6,300.0,15,4,1,0,2,0,0,1,0,1,0,0,0,0,1,4250000
4,185.0,10,3,1,0,3,0,0,0,1,0,0,1,0,0,1,2190000
4,120.0,23,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1429000
5,250.0,8,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4750000
4,110.0,10,3,1,1,1,1,0,0,0,1,0,0,0,0,1,885000
7,400.0,16,3,1,0,3,0,1,0,0,1,0,0,0,0,1,29500000
3,100.0,25,3,1,0,1,0,1,0,0,1,0,0,0,1,0,2299000
4,120.0,31,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2800000
4,120.0,10,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1689000
4,145.0,10,3,0,0,1,0,0,1,0,1,0,0,0,0,1,1549000
8,470.0,5,2,1,0,7,0,1,0,0,1,0,0,1,0,0,20800000
4,125.0,20,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1390000
4,130.0,16,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1950000
5,250.0,20,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1450000
4,130.0,20,14,1,0,1,0,0,1,0,1,0,0,0,1,0,1950000
4,135.0,5,3,0,0,1,0,0,1,0,1,0,0,0,0,1,1869000
5,185.0,35,4,1,0,2,0,0,1,0,1,0,0,0,0,1,4200000
5,170.0,14,15,1,0,2,0,0,1,0,1,0,0,0,0,1,3650000
4,130.0,18,10,1,0,2,0,0,1,0,0,1,0,1,0,0,2480000
4,140.0,10,4,1,0,1,0,0,0,1,1,0,0,1,0,0,1499000
5,165.0,16,6,0,0,2,0,0,1,0,1,0,0,0,0,1,3900000
3,90.0,5,14,1,0,1,0,0,1,0,1,0,0,0,0,1,970000
6,270.0,13,12,1,0,2,0,0,1,0,0,1,0,1,0,0,5950000
4,120.0,14,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1445000
4,106.0,37,2,1,0,2,0,0,0,1,1,0,0,0,1,0,1730000
4,115.0,10,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
4,130.0,22,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1195000
4,125.0,16,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1050000
3,87.0,11,12,1,1,1,1,0,0,0,0,0,1,0,1,0,1225000
6,300.0,12,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1760000
4,138.0,12,2,1,0,1,1,0,0,0,1,0,0,0,1,0,1900000
4,170.0,11,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1280000
3,100.0,35,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1600000
4,125.0,25,4,1,0,1,1,0,0,0,1,0,0,1,0,0,1750000
4,145.0,10,8,1,0,1,0,0,1,0,1,0,0,0,1,0,3400000
4,165.0,3,5,1,1,3,0,0,1,0,1,0,0,1,0,0,5600000
4,165.0,20,3,1,0,2,0,1,0,0,1,0,0,0,1,0,3400000
4,125.0,10,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1595000
5,170.0,20,4,1,0,2,0,0,1,0,0,1,0,0,1,0,5100000
4,110.0,30,2,1,0,1,0,0,1,0,1,0,0,0,1,0,1250000
4,125.0,16,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1349000
4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1850000
5,250.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1690000
4,130.0,8,4,1,0,1,0,1,0,0,1,0,0,0,1,0,975000
4,135.0,25,6,1,0,1,0,1,0,0,0,1,0,1,0,0,1950000
6,240.0,12,5,1,0,2,0,1,0,0,1,0,0,0,0,1,1150000
4,155.0,24,3,1,0,2,0,1,0,0,1,0,0,0,1,0,2200000
4,125.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1359000
4,120.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1140000
4,120.0,38,3,1,1,1,0,1,0,0,1,0,0,0,1,0,2675000
4,110.0,17,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1289000
4,140.0,10,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1680000
4,120.0,50,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2700000
4,115.0,25,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1549000
4,145.0,18,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1999999
4,120.0,28,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1450000
4,115.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2300000
4,125.0,29,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2075000
4,130.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1649000
4,135.0,33,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1349000
5,170.0,10,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2750000
4,130.0,12,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1330000
3,100.0,7,12,1,0,1,0,0,1,0,1,0,0,0,1,0,1350000
4,90.0,27,4,1,0,1,0,0,1,0,0,1,0,0,0,1,1750000
5,180.0,20,9,1,0,2,0,0,1,0,1,0,0,0,1,0,5300000
4,130.0,18,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1230000
4,125.0,27,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1850000
4,115.0,20,2,1,0,1,0,1,0,0,1,0,0,1,0,0,1650000
4,125.0,26,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2000000
4,150.0,23,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2950000
4,140.0,40,4,1,0,1,0,0,0,1,0,1,0,0,1,0,2800000
4,110.0,302,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1050000
3,90.0,26,4,1,0,1,0,0,1,0,0,1,0,0,1,0,1680000
4,120.0,30,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1550000
3,90.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1675000
4,100.0,15,4,1,0,1,1,0,0,0,1,0,0,0,1,0,747000
3,59.0,5,17,1,0,2,0,0,1,0,0,0,1,0,1,0,2595000
5,170.0,16,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1700000
3,100.0,40,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2250000
4,110.0,18,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1380000
4,120.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1349000
6,565.0,5,20,1,0,3,0,0,1,0,0,0,1,1,0,0,20000000
3,85.0,11,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1089000
4,130.0,20,8,1,0,2,0,0,1,0,1,0,0,0,1,0,3000000
3,98.0,21,5,1,0,1,0,1,0,0,0,1,0,1,0,0,1425000
4,130.0,15,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1750000
4,110.0,25,2,1,0,1,0,1,0,0,1,0,0,0,1,0,2300000
4,130.0,35,4,1,0,1,0,0,1,0,0,1,0,1,0,0,3650000
2,100.0,5,29,1,0,1,0,0,1,0,0,0,1,1,0,0,4750000
4,135.0,40,4,1,0,1,0,0,1,0,0,1,0,0,0,1,2890000
4,145.0,17,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2375000
4,100.0,30,2,1,0,1,0,1,0,0,1,0,0,0,1,0,1600000
3,132.0,4,12,1,0,1,0,0,1,0,0,0,1,0,1,0,3450000
4,120.0,21,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1050000
3,81.0,3,17,1,0,2,0,0,1,0,0,0,1,0,1,0,2850000
4,150.0,5,9,1,0,2,0,0,1,0,1,0,0,1,0,0,2299000
4,155.0,16,4,1,0,1,0,0,1,0,1,0,0,1,0,0,3590000
3,80.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1200000
4,130.0,15,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
5,250.0,4,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2295000
4,125.0,20,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1250000
5,220.0,10,10,1,1,2,0,0,1,0,0,1,0,1,0,0,4950000
4,153.0,2,27,1,0,2,0,0,1,0,0,0,1,1,0,0,7100000
4,130.0,25,3,1,1,1,0,0,1,0,1,0,0,1,0,0,2150000
4,130.0,25,3,1,1,1,0,0,1,0,1,0,0,1,0,0,2150000
4,135.0,9,3,1,0,1,1,0,0,0,1,0,0,0,0,1,979000
4,140.0,7,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2350000
5,220.0,5,18,1,0,1,0,0,1,0,1,0,0,1,0,0,2850000
4,130.0,15,3,1,1,1,0,1,0,0,1,0,0,1,0,0,1289000
4,125.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1415000
4,130.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1250000
4,140.0,4,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1180000
4,135.0,11,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1680000
4,120.0,10,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1389000
4,140.0,7,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1100000
8,360.0,5,10,1,0,2,0,0,0,1,1,0,0,0,1,0,3475000
4,168.0,5,10,1,0,2,0,0,1,0,0,1,0,0,0,1,2790000
4,125.0,18,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1735000
6,280.0,15,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1989000
4,120.0,11,12,0,0,1,0,0,1,0,1,0,0,0,1,0,1400000
4,135.0,7,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2219000
5,170.0,3,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1900000
5,170.0,3,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1900000
4,125.0,22,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1279000
8,360.0,5,12,1,0,5,0,0,1,0,0,0,1,1,0,0,11750000
4,120.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1325000
4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1400000
4,125.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1200000
5,155.0,1,13,1,0,2,0,0,1,0,1,0,0,1,0,0,2350000
6,160.0,15,4,1,0,1,0,1,0,0,1,0,0,0,0,1,914000
2,75.0,8,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1245000
4,130.0,23,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1195000
4,125.0,8,4,1,0,1,1,0,0,0,1,0,0,0,1,0,840000
3,110.0,6,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1239000
4,145.0,7,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2100000
4,120.0,6,4,1,1,1,0,0,1,0,1,0,0,1,0,0,1595000
6,200.0,15,9,1,0,4,0,0,1,0,1,0,0,0,0,1,2500000
4,155.0,5,3,1,0,2,0,0,1,0,1,0,0,0,1,0,1850000
4,110.0,12,3,1,0,1,0,1,0,0,1,0,0,0,0,1,849000
4,135.0,11,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1260000
4,140.0,35,3,1,0,2,0,0,1,0,1,0,0,1,0,0,3495000
5,200.0,3,12,1,0,2,0,0,1,0,1,0,0,1,0,0,2650000
4,123.0,2,7,1,0,1,0,1,0,0,0,0,1,0,1,0,1430000
4,123.0,2,7,1,0,1,0,1,0,0,0,0,1,0,1,0,1430000
4,140.0,15,6,1,0,1,0,0,1,0,1,0,0,1,0,0,2200000
4,125.0,30,8,1,0,1,0,0,1,0,1,0,0,1,0,0,2450000
4,120.0,5,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1225000
4,130.0,22,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2250000
4,165.0,23,8,1,0,1,0,0,1,0,1,0,0,0,1,0,3970000
3,100.0,30,3,1,1,1,1,0,0,0,1,0,0,1,0,0,985000
5,210.0,7,12,1,0,2,0,1,0,0,1,0,0,0,0,1,3250000
4,145.0,29,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2275000
4,145.0,26,2,1,0,2,0,0,1,0,1,0,0,1,0,0,2975000
3,86.0,26,15,1,0,1,0,0,1,0,0,1,0,0,0,1,1700000
8,300.0,5,8,1,0,2,0,0,1,0,1,0,0,0,0,1,2490000
4,165.0,3,15,1,0,2,0,0,1,0,0,0,1,0,0,1,5099000
4,130.0,25,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1850000
4,135.0,43,8,1,0,1,0,0,1,0,0,1,0,0,1,0,2480000
5,195.0,11,3,1,0,2,0,0,1,0,1,0,0,0,1,0,3950000
4,125.0,20,4,1,1,1,0,1,0,0,1,0,0,1,0,0,1289000
3,100.0,30,2,1,0,1,1,0,0,0,1,0,0,0,1,0,875000
4,140.0,12,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1720000
4,125.0,28,3,1,0,1,0,0,1,0,0,1,0,1,0,0,1579000
3,98.0,15,3,1,0,1,1,0,0,0,0,1,0,0,0,1,1200000
4,130.0,12,3,1,0,1,0,0,1,0,1,0,0,0,1,0,3250000
8,380.0,13,6,1,0,3,0,0,1,0,1,0,0,0,0,1,8750000
4,135.0,4,7,1,0,2,0,0,1,0,1,0,0,1,0,0,1550000
4,140.0,15,4,1,1,2,0,0,1,0,1,0,0,1,0,0,2050000
4,135.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2000000
5,190.0,5,33,1,0,3,0,0,1,0,0,0,1,1,0,0,3800000
4,125.0,15,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1835000
4,155.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,850000
4,145.0,12,2,1,0,1,0,0,0,1,1,0,0,0,0,1,1379000
4,128.0,16,14,1,0,1,0,0,1,0,1,0,0,1,0,0,1350000
3,100.0,32,4,1,0,1,0,1,0,0,1,0,0,0,1,0,1300000
5,240.0,15,11,1,0,2,0,0,1,0,0,1,0,1,0,0,5580000
4,135.0,13,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1249000
5,185.0,4,14,1,0,2,0,0,1,0,0,0,1,0,1,0,8125000
5,185.0,13,10,1,0,2,0,0,1,0,1,0,0,0,0,1,3280000
5,180.0,25,2,1,0,2,0,0,1,0,1,0,0,1,0,0,3250000
5,240.0,25,5,1,0,2,0,0,1,0,1,0,0,1,0,0,2250000
5,185.0,3,14,1,0,2,0,0,1,0,0,0,1,0,0,1,3380000
5,155.0,16,4,1,0,2,0,0,1,0,1,0,0,0,1,0,3300000
7,250.0,4,4,1,0,5,0,0,1,0,1,0,0,0,0,1,2230000
5,220.0,12,8,1,0,2,0,0,1,0,0,0,1,1,0,0,3580000
6,290.0,18,9,1,0,3,0,0,1,0,1,0,0,0,0,1,4900000
4,120.0,49,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2550000
6,285.0,21,7,1,0,2,0,0,1,0,0,0,1,1,0,0,3690000
4,170.0,40,10,1,0,1,0,0,1,0,0,1,0,0,0,1,4600000
4,150.0,20,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1500000
3,85.0,26,4,1,0,1,0,0,1,0,0,0,1,1,0,0,1685000
5,190.0,3,12,1,1,2,0,0,1,0,1,0,0,0,0,1,2550000
4,145.0,3,10,1,0,1,0,0,1,0,0,0,1,1,0,0,3050000
2,60.0,20,9,1,1,1,0,1,0,0,0,1,0,0,1,0,1550000
4,105.0,20,4,1,0,1,0,0,0,1,1,0,0,1,0,0,1150000
3,110.0,4,15,1,0,2,0,0,1,0,0,0,1,1,0,0,2495000
4,135.0,30,2,1,0,1,0,0,1,0,1,0,0,0,0,1,3050000
5,220.0,4,10,1,0,2,0,0,1,0,0,0,1,0,1,0,9450000
4,125.0,25,4,1,0,1,1,0,0,0,1,0,0,1,0,0,1375000
7,240.0,8,4,1,0,2,0,0,0,1,1,0,0,1,0,0,2000000
3,80.0,13,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1890000
2,65.0,1,32,1,0,1,0,0,1,0,0,0,1,0,1,0,2000000
4,110.0,25,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1275000
5,175.0,13,13,1,0,2,0,0,1,0,0,0,1,0,1,0,5500000
4,110.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,925000
3,100.0,22,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1675000
4,135.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1698000
6,320.0,7,20,1,0,2,0,0,0,1,1,0,0,1,0,0,5500000
2,70.0,8,18,1,0,1,0,0,1,0,0,0,1,0,1,0,1990000
4,150.0,12,9,1,0,2,0,0,1,0,1,0,0,0,1,0,2600000
4,135.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2749000
4,120.0,5,3,1,0,2,0,0,1,0,0,1,0,0,1,0,2850000
4,125.0,11,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1400000
4,140.0,30,4,1,0,1,0,0,1,0,0,1,0,0,0,1,3100000
4,120.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1280000
5,185.0,11,8,1,0,2,0,0,1,0,1,0,0,0,0,1,2920000
4,135.0,35,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2500000
2,68.0,7,12,1,1,1,0,1,0,0,0,0,1,0,0,1,925000
3,100.0,15,7,1,0,1,1,0,0,0,1,0,0,1,0,0,825000
7,300.0,25,3,1,0,3,0,0,1,0,1,0,0,0,0,1,4630000
4,130.0,5,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1150000
4,135.0,12,6,1,0,2,0,0,1,0,1,0,0,1,0,0,1785000
4,120.0,25,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1650000
4,135.0,35,2,1,0,1,0,0,0,1,1,0,0,0,0,1,2800000
4,160.0,5,5,1,0,2,0,0,1,0,1,0,0,0,1,0,2750000
4,160.0,15,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2750000
4,120.0,15,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1600000
4,130.0,19,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1925000
5,250.0,6,24,1,0,2,0,0,1,0,0,0,1,0,0,1,6500000
4,150.0,14,4,1,0,2,0,0,1,0,1,0,0,0,0,1,4000000
2,83.0,4,45,1,0,1,0,0,1,0,0,0,1,1,0,0,3400000
4,125.0,14,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1380000
4,125.0,25,11,1,0,1,0,0,1,0,0,1,0,0,1,0,3150000
3,90.0,10,3,1,0,1,0,1,0,0,1,0,0,0,1,0,920000
4,115.0,25,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1250000
4,145.0,21,6,1,0,1,0,0,0,1,1,0,0,1,0,0,2750000
3,100.0,39,4,1,1,1,0,1,0,0,1,0,0,1,0,0,1200000
4,160.0,18,4,1,0,2,0,0,1,0,1,0,0,1,0,0,3100000
5,220.0,16,12,1,0,2,0,0,1,0,0,1,0,0,0,1,6250000
5,180.0,5,10,1,0,2,0,0,0,1,0,0,1,0,1,0,3800000
4,125.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1900000
5,217.0,11,3,1,0,2,0,0,0,1,1,0,0,0,0,1,3200000
3,110.0,35,13,1,0,1,0,0,1,0,1,0,0,0,1,0,2550000
9,400.0,3,3,1,0,4,0,0,1,0,1,0,0,0,1,0,8200000
3,85.0,10,13,1,1,1,0,0,1,0,0,0,1,0,1,0,1250000
4,145.0,20,4,1,0,1,0,0,1,0,1,0,0,0,0,1,845000
3,95.0,35,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1300000
4,140.0,30,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1375000
4,100.0,31,4,1,0,1,0,1,0,0,0,1,0,0,1,0,2175000
4,125.0,26,5,1,0,1,0,1,0,0,1,0,0,1,0,0,1450000
4,110.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,950000
4,170.0,5,8,0,0,2,0,0,1,0,1,0,0,0,1,0,1890000
4,130.0,35,4,1,0,1,0,0,1,0,1,0,0,0,1,0,6100000
3,90.0,2,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
4,135.0,11,10,1,0,2,0,0,1,0,1,0,0,1,0,0,3250000
4,100.0,30,4,1,0,1,1,0,0,0,1,0,0,0,1,0,663000
5,150.0,30,3,1,0,1,0,1,0,0,1,0,0,0,1,0,2550000
4,125.0,25,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1650000
4,130.0,12,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1680000
3,100.0,10,3,1,0,1,1,0,0,0,1,0,0,0,0,1,749000
4,130.0,5,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1575000
3,100.0,31,3,1,1,1,0,1,0,0,0,1,0,0,1,0,1900000
5,250.0,4,4,1,0,3,0,0,0,1,1,0,0,0,0,1,4600000
3,120.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,2150000
4,120.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1549000
4,170.0,5,5,1,0,2,0,1,0,0,1,0,0,0,0,1,965000
4,120.0,25,3,1,0,1,0,0,1,0,0,1,0,0,1,0,1900000
3,100.0,17,3,1,0,1,0,0,0,1,1,0,0,1,0,0,999000
4,135.0,27,15,1,0,1,0,0,1,0,0,1,0,0,1,0,3310000
4,125.0,20,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1519000
5,150.0,10,15,1,0,2,0,0,1,0,0,1,0,0,0,1,1400000
5,180.0,5,8,1,0,2,0,0,1,0,0,0,1,1,0,0,3550000
4,120.0,28,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1675000
3,100.0,29,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1750000
4,130.0,45,4,1,0,1,0,0,1,0,0,1,0,0,1,0,3000000
4,140.0,5,15,1,0,1,0,0,1,0,1,0,0,0,0,1,1500000
5,160.0,20,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2750000
4,140.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1295000
4,115.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,975000
3,105.0,10,3,1,1,1,0,1,0,0,1,0,0,1,0,0,900000
