Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
4,137.0,9,5,1,0,1,0,0,1,0,0,0,1,0,1,0,1690000
4,120.0,3,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1950000
5,200.0,4,4,1,1,2,0,0,1,0,1,0,0,0,0,1,2875000
4,120.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1350000
5,237.0,2,13,1,0,2,0,0,1,0,1,0,0,1,0,0,3950000
3,100.0,40,5,0,0,1,0,0,1,0,1,0,0,0,1,0,1400000
4,128.0,16,9,1,0,1,0,0,0,1,1,0,0,0,0,1,3950000
3,90.0,20,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1950000
5,200.0,6,8,1,0,2,0,0,1,0,1,0,0,0,0,1,3800000
4,140.0,7,4,1,0,2,0,0,0,1,1,0,0,0,0,1,3400000
7,300.0,14,7,1,0,2,0,0,1,0,1,0,0,0,0,1,4350000
4,110.0,25,11,1,0,1,0,0,1,0,0,1,0,0,0,1,3200000
4,125.0,23,8,1,0,1,0,0,1,0,0,1,0,0,0,1,2650000
4,125.0,30,5,1,0,1,0,0,1,0,0,1,0,0,0,1,3100000
4,160.0,10,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1125000
6,250.0,7,6,1,0,2,0,0,1,0,1,0,0,0,0,1,3900000
4,140.0,20,5,0,0,1,0,0,1,0,1,0,0,0,0,1,1850000
3,110.0,16,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2500000
2,72.0,4,9,1,1,1,0,0,1,0,0,0,1,0,1,0,2350000
5,160.0,15,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1800000
4,158.0,7,6,1,0,2,0,1,0,0,1,0,0,0,0,1,2600000
5,210.0,13,13,1,0,2,0,0,1,0,0,1,0,0,1,0,6100000
3,90.0,2,10,1,0,1,0,0,1,0,1,0,0,1,0,0,1950000
4,160.0,5,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1890000
4,135.0,15,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1550000
4,155.0,8,11,1,0,2,0,0,1,0,0,1,0,0,0,1,2360000
4,150.0,9,5,1,0,1,0,0,1,0,1,0,0,0,0,1,950000
5,180.0,3,16,1,1,2,0,0,1,0,0,0,1,0,0,1,5000000
4,130.0,40,4,1,0,1,0,1,0,0,1,0,0,0,1,0,2750000
4,125.0,7,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1850000
6,240.0,10,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2250000
4,123.0,13,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1200000
6,400.0,11,4,1,0,3,0,0,0,1,1,0,0,0,0,1,2500000
4,125.0,16,12,1,0,1,0,0,1,0,1,0,0,0,0,1,2810000
5,180.0,2,15,1,0,2,0,0,1,0,1,0,0,0,0,1,2750000
5,250.0,10,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4250000
5,265.0,1,14,1,1,2,0,0,1,0,1,0,0,0,0,1,3795000
4,130.0,20,7,1,0,1,0,0,1,0,1,0,0,0,0,1,2150000
3,140.0,3,27,1,0,2,0,0,1,0,0,0,1,0,0,1,2590000
4,150.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1800000
5,200.0,5,28,1,0,2,0,0,1,0,0,0,1,0,1,0,4450000
5,180.0,4,10,1,0,2,0,0,1,0,0,1,0,0,0,1,3099999
4,125.0,20,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1750000
4,115.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2080000
5,200.0,5,22,1,0,2,0,0,1,0,0,0,1,1,0,0,5550000
4,130.0,3,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2100000
2,72.0,4,9,1,1,1,0,0,1,0,0,0,1,0,1,0,2350000
5,160.0,15,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1800000
4,158.0,7,6,1,0,2,0,1,0,0,1,0,0,0,0,1,2600000
5,210.0,13,13,1,0,2,0,0,1,0,0,1,0,0,1,0,6100000
3,90.0,2,10,1,0,1,0,0,1,0,1,0,0,1,0,0,1950000
4,160.0,5,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1890000
4,135.0,15,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1550000
4,155.0,8,11,1,0,2,0,0,1,0,0,1,0,0,0,1,2360000
4,150.0,9,5,1,0,1,0,0,1,0,1,0,0,0,0,1,950000
5,180.0,3,16,1,1,2,0,0,1,0,0,0,1,0,0,1,5000000
4,130.0,40,4,1,0,1,0,1,0,0,1,0,0,0,1,0,2750000
4,125.0,7,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1850000
6,240.0,10,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2250000
4,123.0,13,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1200000
6,400.0,11,4,1,0,3,0,0,0,1,1,0,0,0,0,1,2500000
4,125.0,16,12,1,0,1,0,0,1,0,1,0,0,0,0,1,2810000
4,110.0,14,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1495000
5,180.0,2,15,1,0,2,0,0,1,0,1,0,0,0,0,1,2750000
5,250.0,10,4,1,0,2,0,0,1,0,1,0,0,0,1,0,4250000
5,265.0,1,14,1,1,2,0,0,1,0,1,0,0,0,0,1,3795000
4,130.0,20,7,1,0,1,0,0,1,0,1,0,0,0,0,1,2150000
3,140.0,3,27,1,0,2,0,0,1,0,0,0,1,0,0,1,2590000
4,150.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1800000
5,200.0,5,28,1,0,2,0,0,1,0,0,0,1,0,1,0,4450000
5,180.0,4,10,1,0,2,0,0,1,0,0,1,0,0,0,1,3099999
4,125.0,20,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1750000
4,115.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2080000
5,200.0,5,22,1,0,2,0,0,1,0,0,0,1,1,0,0,5550000
4,130.0,3,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2100000
4,135.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1599000
4,120.0,26,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1385000
4,125.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1595000
4,125.0,20,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1375000
4,145.0,30,3,1,0,2,0,0,1,0,1,0,0,1,0,0,3490000
3,105.0,12,5,1,0,1,0,1,0,0,1,0,0,0,0,1,1100000
4,125.0,25,3,1,0,1,1,0,0,0,1,0,0,0,1,0,1149000
5,185.0,5,10,1,0,2,0,1,0,0,0,0,1,0,1,0,3950000
6,290.0,13,3,1,0,2,0,0,0,1,1,0,0,1,0,0,4250000
5,220.0,6,5,1,0,2,0,0,0,1,1,0,0,0,1,0,1675000
6,220.0,9,7,1,0,2,0,0,0,1,1,0,0,0,0,1,2335000
5,160.0,1,8,1,0,1,0,0,1,0,1,0,0,1,0,0,1375000
5,230.0,9,22,1,1,22,0,0,1,0,1,0,0,0,0,1,6150000
5,350.0,7,8,1,0,3,0,0,0,1,0,0,1,0,0,1,3250000
6,250.0,9,3,1,0,1,0,0,0,1,1,0,0,0,0,1,2580000
4,110.0,25,5,1,0,1,0,0,1,0,1,0,0,0,1,0,2000000
3,90.0,5,3,1,0,1,0,1,0,0,1,0,0,1,0,0,995000
4,120.0,25,8,1,0,1,0,0,1,0,0,1,0,0,0,1,2200000
4,150.0,25,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1850000
3,85.0,5,5,1,0,1,0,1,0,0,1,0,0,1,0,0,3200000
4,125.0,16,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1200000
4,150.0,12,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1250000
5,180.0,35,7,1,0,1,0,0,1,0,1,0,0,0,1,0,2450000
4,135.0,5,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2100000
4,125.0,21,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2000000
4,130.0,25,4,1,0,1,0,0,0,1,1,0,0,0,1,0,1157500
4,130.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1250000
4,115.0,11,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1625000
4,115.0,5,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1685000
4,140.0,4,3,1,0,1,0,0,1,0,0,1,0,1,0,0,1649000
4,130.0,20,8,1,1,1,0,1,0,0,1,0,0,0,0,1,990000
4,125.0,5,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1350000
4,155.0,2,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2750000
4,120.0,28,6,1,0,1,1,0,0,0,0,1,0,1,0,0,1750000
4,115.0,18,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1850000
4,145.0,8,7,1,1,2,0,0,1,0,1,0,0,1,0,0,1750000
4,105.0,10,4,1,0,1,1,0,0,0,1,0,0,0,0,1,1450000
4,120.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1350000
4,125.0,25,3,1,0,2,0,1,0,0,1,0,0,0,1,0,1990000
6,290.0,17,3,1,0,2,0,0,1,0,1,0,0,1,0,0,3450000
4,125.0,24,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1000000
5,140.0,31,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2250000
4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1150000
2,70.0,10,4,1,0,1,0,1,0,0,0,1,0,0,1,0,2000000
4,120.0,40,4,1,0,1,1,0,0,0,0,1,0,0,1,0,1950000
5,180.0,6,15,1,0,2,0,0,1,0,0,0,1,0,0,1,4250000
7,400.0,9,8,1,0,3,0,0,1,0,1,0,0,1,0,0,10750000
5,145.0,12,5,1,0,2,0,0,1,0,1,0,0,0,0,1,2950000
4,130.0,40,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2750000
4,145.0,21,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1775000
4,130.0,20,5,1,0,1,0,0,1,0,1,0,0,0,1,0,3000000
4,135.0,7,10,1,0,2,0,0,1,0,1,0,0,0,0,1,1510000
3,120.0,4,28,1,0,2,0,0,1,0,0,0,1,0,0,1,3550000
4,125.0,5,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1500000
6,210.0,11,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1500000
4,130.0,16,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
3,85.0,10,17,1,0,1,0,0,1,0,0,0,1,0,1,0,1900000
4,140.0,31,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1359000
3,85.0,50,5,1,0,1,0,1,0,0,0,1,0,0,1,0,1660000
4,135.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1729000
4,150.0,20,15,1,0,1,0,0,1,0,0,1,0,1,0,0,2850000
4,130.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1550000
5,200.0,3,15,1,0,2,0,0,1,0,1,0,0,0,0,1,2375000
4,110.0,16,4,1,0,1,0,0,1,0,1,0,0,0,1,0,975000
3,93.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,950000
4,165.0,4,32,1,1,2,0,0,1,0,0,0,1,1,0,0,4250000
4,125.0,5,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1950000
5,185.0,6,12,1,0,3,0,0,1,0,0,0,1,1,0,0,4400000
4,140.0,20,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1810000
4,105.0,12,5,1,0,1,0,1,0,0,1,0,0,0,1,0,950000
4,125.0,9,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1049000
3,98.0,21,5,1,0,1,0,1,0,0,0,1,0,1,0,0,1425000
4,140.0,25,6,1,1,1,0,0,1,0,1,0,0,0,0,1,2550000
4,165.0,25,4,1,0,1,0,0,1,0,1,0,0,1,0,0,670000
4,125.0,25,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1100000
3,110.0,30,4,1,0,1,1,0,0,0,1,0,0,1,0,0,785000
4,120.0,35,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1250000
4,130.0,28,5,1,0,1,0,0,1,0,1,0,0,1,0,0,3500000
4,140.0,14,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1495000
7,250.0,11,3,1,0,3,0,0,1,0,1,0,0,0,0,1,2700000
3,105.0,45,4,1,1,1,0,0,1,0,0,1,0,1,0,0,2900000
4,135.0,25,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1595000
4,135.0,25,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1595000
5,200.0,10,13,1,0,2,0,0,1,0,1,0,0,0,1,0,8220000
4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2500000
4,130.0,21,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1579000
4,120.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1295000
4,140.0,30,2,1,1,1,0,1,0,0,1,0,0,1,0,0,2250000
4,125.0,16,2,1,0,1,0,0,0,1,1,0,0,0,1,0,1189000
4,120.0,25,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1585000
4,110.0,18,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1250000
3,95.0,1,6,1,0,2,0,0,1,0,0,0,1,1,0,0,2350000
4,145.0,17,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1600000
4,150.0,7,8,0,0,2,0,0,1,0,0,0,1,0,0,1,2680000
5,270.0,5,3,1,0,2,0,0,1,0,1,0,0,0,0,1,3100000
6,200.0,29,3,1,0,1,0,0,0,1,1,0,0,1,0,0,2100000
4,145.0,7,6,1,0,2,0,0,1,0,0,0,1,0,0,1,3050000
4,125.0,35,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1800000
4,140.0,30,3,1,0,1,0,0,1,0,0,1,0,0,1,0,2600000
3,100.0,21,13,1,1,1,0,0,1,0,0,1,0,0,1,0,3000000
3,85.0,38,3,1,1,1,0,0,1,0,1,0,0,1,0,0,950000
4,152.0,5,41,1,0,2,0,0,1,0,0,0,1,0,0,1,3950000
4,120.0,12,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1325000
4,135.0,16,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1125000
3,110.0,40,6,1,0,1,0,0,1,0,0,1,0,1,0,0,1950000
3,85.0,6,3,1,0,1,0,1,0,0,1,0,0,0,1,0,2750000
3,90.0,20,4,1,0,1,0,1,0,0,1,0,0,1,0,0,689000
4,115.0,13,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1290000
4,110.0,7,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2400000
5,200.0,18,4,1,0,1,0,0,1,0,1,0,0,0,1,0,4650000
6,225.0,11,4,1,0,3,0,0,1,0,1,0,0,0,0,1,1410000
4,140.0,3,17,1,0,2,0,0,1,0,0,0,1,1,0,0,3475000
5,205.0,6,18,1,0,2,0,0,1,0,1,0,0,0,0,1,3699000
5,175.0,17,15,1,0,2,0,0,1,0,1,0,0,0,1,0,1650000
4,135.0,15,4,1,0,1,0,0,0,1,1,0,0,1,0,0,1250000
4,185.0,7,4,0,0,2,0,0,1,0,1,0,0,0,0,1,1675000
5,179.0,5,24,1,0,2,0,0,1,0,1,0,0,0,0,1,5400000
4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
4,130.0,15,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1700000
4,180.0,10,13,1,0,2,0,0,1,0,0,0,1,0,1,0,2750000
4,125.0,30,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1399000
4,140.0,30,3,1,0,1,0,0,0,1,1,0,0,0,1,0,2000000
6,260.0,12,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1890000
4,135.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1589000
4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2099999
4,140.0,35,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2625000
6,250.0,5,10,1,0,3,0,0,1,0,1,0,0,1,0,0,2999999
4,135.0,21,3,1,0,2,0,1,0,0,1,0,0,0,1,0,2400000
5,115.0,35,4,1,0,1,1,0,0,0,1,0,0,1,0,0,1600000
4,110.0,21,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1800000
4,175.0,6,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2490000
3,105.0,12,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1010000
4,135.0,20,3,1,0,2,0,1,0,0,1,0,0,0,1,0,2750000
4,150.0,8,17,1,0,2,0,0,1,0,1,0,0,0,1,0,2150000
4,120.0,2,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2800000
4,128.0,2,14,1,0,2,0,0,1,0,0,0,1,0,0,1,1860000
4,130.0,45,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1359000
4,140.0,2,4,1,0,1,1,0,0,0,1,0,0,0,1,0,1060000
4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1595000
5,180.0,25,2,1,0,2,0,0,1,0,1,0,0,1,0,0,3250000
3,100.0,25,2,1,0,1,1,0,0,0,1,0,0,1,0,0,1525000
5,185.0,5,12,1,0,2,0,0,1,0,0,0,1,1,0,0,2190000
5,280.0,14,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2690000
4,130.0,23,3,1,0,1,0,0,1,0,0,1,0,1,0,0,2720000
4,130.0,27,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2500000
4,140.0,16,3,1,0,1,0,1,0,0,1,0,0,0,1,0,935000
3,95.0,8,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1100000
4,130.0,20,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1950000
4,120.0,26,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1295000
4,125.0,7,15,1,0,2,1,0,0,0,1,0,0,0,0,1,1670000
4,120.0,16,4,1,0,1,0,1,0,0,1,0,0,1,0,0,875000
4,135.0,5,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1370000
6,340.0,6,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2400000
4,145.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,825000
4,140.0,2,6,1,0,2,0,0,1,0,1,0,0,0,0,1,2890000
4,138.0,28,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1485000
3,100.0,5,3,1,0,1,0,1,0,0,1,0,0,1,0,0,799000
4,155.0,6,15,1,0,2,0,0,1,0,0,0,1,1,0,0,3479000
4,130.0,2,3,1,0,2,0,0,1,0,1,0,0,1,0,0,5650000
6,120.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1650000
4,160.0,8,18,1,0,2,0,0,1,0,0,0,1,0,1,0,3400000
4,130.0,30,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1590000
4,140.0,22,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2500000
4,140.0,12,3,1,0,1,0,1,0,0,1,0,0,0,1,0,950000
5,233.0,1,20,0,0,4,0,0,1,0,0,0,1,0,0,1,5500000
5,185.0,3,17,0,1,2,0,0,1,0,0,0,1,0,0,1,7250000
4,135.0,19,14,0,0,1,0,0,1,0,1,0,0,0,1,0,1600000
6,165.0,5,4,1,0,2,0,0,0,1,1,0,0,0,0,1,2500000
4,135.0,30,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1093000
4,160.0,15,4,1,0,1,1,0,0,0,1,0,0,1,0,0,1090000
4,155.0,16,5,1,0,2,0,0,1,0,1,0,0,0,0,1,2995000
3,90.0,1,7,1,1,2,0,0,1,0,0,0,1,0,1,0,3900000
3,67.0,5,17,1,0,1,0,0,1,0,0,0,1,0,1,0,2490000
4,145.0,7,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
6,220.0,6,11,1,0,1,0,0,1,0,1,0,0,0,0,1,5000000
4,135.0,10,4,0,0,3,0,0,1,0,1,0,0,0,1,0,2595000
7,190.0,4,4,1,0,2,0,0,0,1,1,0,0,0,1,0,2450000
4,148.0,21,4,1,0,1,0,0,1,0,1,0,0,1,0,0,2600000
4,125.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2150000
7,350.0,15,5,1,0,3,0,0,0,1,1,0,0,0,1,0,6000000
4,135.0,2,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2350000
4,150.0,12,4,1,0,2,0,1,0,0,1,0,0,0,1,0,2200000
4,125.0,35,6,1,0,1,0,1,0,0,1,0,0,1,0,0,930000
4,150.0,5,5,1,0,2,0,0,1,0,1,0,0,0,0,1,1700000
4,248.0,45,2,0,0,1,1,0,0,0,1,0,0,1,0,0,4500000
4,140.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2100000
4,115.0,10,5,0,0,1,1,0,0,0,1,0,0,1,0,0,785000
5,220.0,7,7,1,0,2,0,0,1,0,0,0,1,0,1,0,15200000
4,120.0,11,4,1,0,1,1,0,0,0,1,0,0,1,0,0,699000
4,125.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1650000
3,95.0,25,2,1,0,1,0,0,1,0,1,0,0,0,1,0,2380000
5,205.0,3,17,1,0,2,0,0,1,0,0,0,1,0,1,0,4900000
5,140.0,16,4,1,0,1,0,1,0,0,1,0,0,0,1,0,3285000
3,105.0,20,3,1,0,1,1,0,0,0,1,0,0,1,0,0,1550000
4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,675000
5,195.0,6,13,1,0,2,0,0,1,0,0,0,1,0,1,0,3590000
5,265.0,26,3,1,1,2,0,0,1,0,1,0,0,1,0,0,3650000
4,170.0,18,4,1,0,1,0,0,1,0,0,1,0,1,0,0,2900000
4,128.0,2,4,0,0,2,0,0,1,0,1,0,0,0,1,0,1329999
6,185.0,35,7,1,0,1,0,0,1,0,1,0,0,0,0,1,2250000
5,175.0,12,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1990000
6,365.0,4,14,0,0,3,0,0,1,0,0,0,1,0,0,1,6650000
5,253.0,1,30,0,0,2,0,0,1,0,0,0,1,1,0,0,12500000
4,165.0,23,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1725000
4,130.0,20,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1489000
4,125.0,30,4,1,0,2,0,0,1,0,1,0,0,0,0,1,565000
4,120.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1369000
5,256.0,1,30,1,0,4,0,0,1,0,0,0,1,1,0,0,11890000
4,130.0,6,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1670000
4,130.0,10,4,1,0,1,1,0,0,0,1,0,0,1,0,0,989000
4,110.0,20,3,1,0,1,1,0,0,0,1,0,0,0,0,1,965000
4,130.0,26,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1350000
4,165.0,20,3,1,0,2,0,0,1,0,1,0,0,0,1,0,3250000
6,260.0,16,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1425000
4,140.0,40,5,1,1,1,0,0,1,0,0,1,0,1,0,0,2600000
5,194.0,11,14,0,0,2,0,0,1,0,0,1,0,1,0,0,2350000
4,150.0,50,4,1,0,2,0,0,1,0,0,1,0,0,1,0,3250000
5,200.0,7,11,1,0,2,0,0,1,0,0,0,1,1,0,0,3800000
2,65.0,4,7,1,0,1,0,0,1,0,0,0,1,0,1,0,1400000
6,295.0,5,6,1,0,3,0,0,1,0,0,0,1,0,1,0,9300000
5,155.0,40,3,1,0,1,0,0,1,0,1,0,0,1,0,0,3000000
5,190.0,2,14,1,0,2,0,0,1,0,0,0,1,1,0,0,4950000
4,190.0,8,11,1,0,2,0,0,1,0,1,0,0,0,1,0,3950000
4,1.345,35,10,1,0,1,0,0,1,0,1,0,0,0,1,0,1450000
3,100.0,30,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1365000
4,115.0,21,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1090000
4,100.0,15,4,1,0,1,0,1,0,0,1,0,0,0,1,0,680000
5,185.0,14,4,1,0,2,0,0,1,0,1,0,0,0,0,1,4100000
4,178.0,4,12,1,0,2,0,0,1,0,0,0,1,0,1,0,4849000
5,185.0,5,14,1,0,2,0,0,1,0,0,0,1,0,1,0,3975000
4,140.0,15,4,1,0,1,0,1,0,0,1,0,0,1,0,0,1450000
4,115.0,3,9,1,0,1,0,1,0,0,1,0,0,1,0,0,1450000
4,125.0,15,3,1,0,1,1,0,0,0,1,0,0,0,1,0,860000
2,55.0,26,6,1,1,1,0,1,0,0,0,1,0,0,1,0,1300000
4,145.0,10,9,1,0,2,0,0,1,0,0,1,0,0,1,0,2650000
6,270.0,18,10,1,0,3,0,0,1,0,0,1,0,0,0,1,7850000
4,150.0,5,7,1,0,1,0,0,0,1,1,0,0,1,0,0,855000
4,125.0,10,10,1,0,1,0,0,1,0,0,0,1,0,1,0,1655000
5,180.0,15,5,1,0,2,0,0,1,0,0,1,0,0,1,0,3975000
4,150.0,35,5,1,0,1,0,0,1,0,0,1,0,0,0,1,2650000
4,140.0,10,8,0,0,1,0,0,1,0,1,0,0,0,0,1,2378000
6,200.0,9,3,1,0,2,0,0,0,1,1,0,0,0,0,1,2260000
4,115.0,8,3,1,0,1,1,0,0,0,1,0,0,0,0,1,825000
5,155.0,4,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1699000
5,180.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2789000
4,130.0,11,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1789000
7,300.0,5,3,1,0,3,0,0,1,0,1,0,0,1,0,0,2850000
5,190.0,5,33,1,0,2,0,0,1,0,0,0,1,1,0,0,4990000
4,140.0,10,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1590000
5,180.0,2,14,1,0,2,0,0,1,0,0,0,1,0,0,1,5950000
6,300.0,13,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1495000
4,155.0,8,8,1,0,2,0,0,1,0,1,0,0,1,0,0,2150000
4,135.0,7,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1689000
7,270.0,3,21,1,0,4,0,0,1,0,0,0,1,1,0,0,2659000
4,145.0,5,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1289000
3,110.0,6,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1089000
4,125.0,21,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1095000
4,145.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1780000
4,185.0,11,10,1,0,2,0,0,1,0,0,0,1,0,1,0,3350000
7,235.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2800000
4,110.0,16,6,1,0,1,0,0,1,0,1,0,0,0,1,0,1750000
4,149.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1745000
4,130.0,11,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
3,85.0,26,4,1,0,1,0,1,0,0,1,0,0,0,1,0,719000
4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1280000
4,120.0,4,3,1,0,1,1,0,0,0,1,0,0,0,1,0,989000
4,115.0,25,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1240000
5,160.0,5,4,1,0,2,0,0,1,0,1,0,0,0,1,0,2750000
5,195.0,10,5,1,0,2,1,0,0,0,1,0,0,0,0,1,1650000
4,145.0,5,5,1,0,2,0,0,1,0,1,0,0,0,0,1,1579000
4,140.0,18,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1249000
