District,Neighborhood,Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
Etimesgut,Eryaman,4,120.0,17,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1650000
Mamak,General Zeki Doğan,5,210.0,18,3,1,1,2,0,0,1,0,1,0,0,1,0,0,1695000
Mamak,Şahap Gürler,5,240.0,3,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1350000
Keçiören,Ovacık,5,200.0,10,17,1,0,1,0,0,1,0,0,0,1,0,1,0,2500000
Çankaya,Keklik Pınarı,5,180.0,15,7,1,0,2,0,0,1,0,0,1,0,0,0,1,3750000
Sincan,Plevne,4,125.0,12,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1200000
Mamak,Aşık Veysel,3,85.0,20,3,1,0,1,1,0,0,0,1,0,0,0,0,1,890000
Mamak,Hürel,4,190.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
Keçiören,Hisar,4,135.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1235000
Yenimahalle,Kardelen,4,120.0,18,7,1,0,1,0,0,1,0,1,0,0,1,0,0,2150000
Çankaya,Naci Çakır,4,130.0,22,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1780000
Mamak,Durali Alıç,5,155.0,6,10,1,0,1,0,0,1,0,1,0,0,0,0,1,1835000
Keçiören,Sancaktepe,4,135.0,5,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1670000
Çankaya,Koru,6,240.0,21,4,1,0,3,0,0,1,0,1,0,0,0,1,0,8150000
Çankaya,Huzur,4,120.0,24,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1950000
Keçiören,Uyanış,5,165.0,8,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2100000
Sincan,Malazgirt,4,130.0,21,4,1,0,1,0,0,1,0,1,0,0,1,0,0,985000
Pursaklar,Tevfik İleri,4,140.0,12,8,1,0,1,0,0,1,0,1,0,0,0,0,1,1200000
Sincan,Selçuklu,5,230.0,16,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1850000
Altındağ,Aydınlıkevler,3,80.0,40,3,1,0,1,0,0,1,0,1,0,0,1,0,0,980000
Mamak,Aşık Veysel,3,100.0,24,4,1,0,1,1,0,0,0,1,0,0,0,1,0,730000
Sincan,Selçuklu,3,95.0,20,4,1,0,1,0,1,0,0,1,0,0,0,1,0,719000
Sincan,Atatürk,4,120.0,23,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1049000
Mamak,Abidinpaşa,3,95.0,21,3,1,0,1,1,0,0,0,1,0,0,0,1,0,650000
Çankaya,Aşağı Öveçler,3,100.0,25,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1790000
Mamak,General Zeki Doğan,4,135.0,11,6,1,0,1,0,1,0,0,1,0,0,0,0,1,1350000
Yenimahalle,Yeşilevler,4,100.0,45,5,0,0,1,0,1,0,0,1,0,0,1,0,0,599990
Keçiören,Yükseltepe,4,130.0,1,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1750000
Çankaya,Aşağı Öveçler,4,125.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1850000
Sincan,Mareşal Çakmak,4,140.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1470000
Keçiören,Ayvalı,4,130.0,13,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2250000
Keçiören,Etlik,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1595000
Çankaya,İlkadım,4,135.0,26,3,1,1,1,0,0,1,0,0,1,0,0,0,1,2749000
Altındağ,Yıldıztepe,5,165.0,3,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2650000
Keçiören,Ayvalı,4,160.0,4,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2550000
Mamak,Başak,4,135.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1174000
Keçiören,Şehit Kubilay,4,135.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1695000
Pursaklar,Merkez,4,125.0,16,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1450000
Mamak,Boğaziçi,5,215.0,6,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1960000
Etimesgut,Turkuaz,4,134.0,11,12,1,0,1,0,0,1,0,0,1,0,0,1,0,1650000
Çankaya,Gaziosmanpaşa,4,130.0,16,15,1,0,2,0,0,1,0,0,1,0,0,1,0,7500000
Mamak,Fahri Korutürk,5,290.0,2,11,1,0,2,0,0,1,0,1,0,0,1,0,0,1900000
Mamak,Türközü,4,150.0,2,5,1,0,2,1,0,0,0,1,0,0,0,0,1,1345000
Mamak,Kartaltepe,4,125.0,18,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1200000
Yenimahalle,Burç,4,165.0,5,6,1,0,2,0,0,1,0,1,0,0,0,0,1,2425000
Çankaya,Cevizlidere,6,320.0,14,4,1,0,2,0,0,1,0,1,0,0,0,0,1,4995000
Yenimahalle,Demetlale,4,115.0,30,6,1,0,1,0,0,1,0,1,0,0,0,0,1,1630000
Altındağ,Karapürçek,4,120.0,4,3,1,0,2,0,0,0,1,1,0,0,1,0,0,1200000
Mamak,General Zeki Doğan,4,105.0,12,3,1,0,1,0,1,0,0,1,0,0,0,1,0,840000
Sincan,Plevne,4,122.0,22,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1099000
Keçiören,Etlik,4,125.0,28,2,1,1,1,0,0,0,1,0,1,0,1,0,0,2015000
Çankaya,İlkadım,4,120.0,29,3,1,1,2,1,0,0,0,1,0,0,1,0,0,2650000
Çankaya,Huzur,5,250.0,8,3,1,0,2,0,0,1,0,0,0,1,0,0,1,3195000
Mamak,Abidinpaşa,4,120.0,35,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1090000
Mamak,Saimekadın,4,105.0,42,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
Mamak,Bahçeleriçi,4,125.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1150000
Mamak,Bahçeleriçi,4,120.0,18,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1350000
Mamak,Şahintepe,3,110.0,15,4,1,0,1,1,0,0,0,1,0,0,0,0,1,900000
Çankaya,Alacaatlı,2,65.0,5,17,1,0,1,0,1,0,0,0,0,1,0,1,0,2400000
Pursaklar,Tevfik İleri,5,190.0,5,12,1,0,2,0,0,1,0,1,0,0,0,0,1,2850000
Çankaya,Kocatepe,4,150.0,20,8,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
Polatlı,Fatih,4,150.0,5,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1149000
Keçiören,Aşağı Eğlence,4,130.0,20,9,1,0,2,0,0,1,0,1,0,0,1,0,0,1850000
Etimesgut,Ahi Mesut,5,200.0,5,10,1,0,2,0,0,1,0,1,0,0,1,0,0,3750000
Yenimahalle,İnönü,4,115.0,30,5,1,0,1,0,0,1,0,0,1,0,1,0,0,1850000
Çankaya,Yaşamkent,3,85.0,2,17,1,1,2,0,1,0,0,0,0,1,0,0,1,2250000
Keçiören,Etlik,4,115.0,27,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1735000
Keçiören,Esertepe,4,140.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1665000
Mamak,General Zeki Doğan,3,135.0,10,5,1,0,1,1,0,0,0,1,0,0,0,1,0,750000
Polatlı,Şehitlik,7,245.0,5,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1560000
Çankaya,Barbaros,4,110.0,40,4,1,0,1,0,0,1,0,0,1,0,0,1,0,2150000
Sincan,Ertuğrulgazi,4,170.0,7,10,1,0,2,0,1,0,0,0,1,0,0,0,1,2150000
Çankaya,Kırkkonaklar,5,165.0,8,4,1,0,2,0,0,1,0,1,0,0,0,1,0,2299000
Etimesgut,Ayyıldız,4,165.0,11,5,1,0,1,0,0,1,0,1,0,0,0,0,1,2200000
Mamak,Başak,3,95.0,13,3,1,0,1,1,0,0,0,1,0,0,1,0,0,730000
Mamak,Demirlibahçe,5,240.0,16,3,1,0,2,0,1,0,0,1,0,0,0,1,0,1600000
Çankaya,Yaşamkent,2,90.0,5,7,1,0,1,0,0,1,0,0,1,0,1,0,0,2450000
Çankaya,Aydınlar,5,170.0,15,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2650000
Mamak,Gülveren,4,130.0,15,3,1,1,1,0,0,1,0,1,0,0,0,1,0,1225000
Sincan,Tandoğan,4,135.0,14,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1290000
Mamak,Hüseyingazi,4,140.0,6,6,1,0,2,0,0,1,0,0,0,1,1,0,0,1849000
Keçiören,Kanuni,7,190.0,25,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2500000
Pursaklar,Yunus Emre,4,160.0,10,7,1,0,2,0,0,1,0,1,0,0,1,0,0,2150000
Keçiören,Atapark,5,180.0,3,18,1,0,1,0,0,1,0,0,0,1,1,0,0,3500000
Yenimahalle,Çiğdemtepe,4,155.0,12,7,1,0,2,0,0,1,0,0,0,1,1,0,0,2449000
Çankaya,İlker,4,150.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2350000
Yenimahalle,Turgut Özal,4,135.0,14,4,1,0,2,0,0,1,0,1,0,0,0,0,1,2450000
Mamak,Durali Alıç,4,130.0,5,13,1,1,1,1,0,0,0,1,0,0,0,0,1,1670000
Mamak,Durali Alıç,4,140.0,5,12,1,0,2,0,0,1,0,1,0,0,1,0,0,1630000
Altındağ,Doğantepe,5,200.0,5,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2249000
Çankaya,Aziziye,4,150.0,26,3,1,0,2,0,0,1,0,1,0,0,0,1,0,2725000
Mamak,Şahintepe,3,90.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1300000
Çankaya,Osman Temiz,4,125.0,28,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2055000
Altındağ,Örnek,3,80.0,35,4,1,0,1,0,0,1,0,1,0,0,0,1,0,850000
Çankaya,Öveçler,5,160.0,20,6,1,0,2,1,0,0,0,1,0,0,1,0,0,2450000
Etimesgut,Güzelkent,4,125.0,23,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1625000
Keçiören,Şehit Kubilay,4,145.0,4,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1595000
Pursaklar,Mimar Sinan,5,200.0,1,14,1,0,2,0,0,1,0,0,0,1,1,0,0,3650000
Çankaya,Naci Çakır,4,115.0,22,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1580000
Keçiören,Etlik,5,170.0,6,10,1,0,2,0,0,1,0,1,0,0,0,0,1,2250000
Sincan,Andiçen,4,125.0,18,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1285000
Keçiören,İncirli,4,135.0,20,5,1,1,1,0,0,1,0,1,0,0,0,0,1,1375000
Çankaya,İlkadım,4,130.0,25,3,1,0,1,1,0,0,0,1,0,0,1,0,0,2650000
Çankaya,İlkadım,4,120.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,2300000
Altındağ,Yıldıztepe,5,145.0,3,3,1,0,2,0,1,0,0,1,0,0,1,0,0,2100000
Keçiören,Ayvalı,4,120.0,1,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2649000
Altındağ,Beşikkaya,3,90.0,16,4,1,0,1,0,1,0,0,1,0,0,1,0,0,750000
Keçiören,Ovacık,5,215.0,2,15,1,0,2,0,0,1,0,0,0,1,1,0,0,4695000
Mamak,Cengizhan,6,300.0,10,3,1,0,2,1,0,0,0,1,0,0,0,0,1,1900000
Mamak,Şahintepe,5,250.0,13,4,1,0,2,0,0,1,0,1,0,0,0,0,1,2300000
Çankaya,Ayrancı,3,110.0,40,4,1,0,1,0,1,0,0,0,1,0,0,1,0,1830000
Mamak,Çağlayan,4,155.0,5,9,1,0,2,0,0,1,0,1,0,0,0,0,1,2370000
Sincan,Atatürk,4,130.0,16,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1339000
Altındağ,Karapürçek,4,180.0,2,11,1,0,2,0,0,1,0,0,0,1,0,0,1,1930000
Altındağ,Hacettepe,4,130.0,50,7,1,0,1,0,0,1,0,1,0,0,1,0,0,1395000
Altındağ,Feridun Çelik,4,165.0,2,7,1,0,1,0,0,1,0,1,0,0,1,0,0,1400000
Çankaya,Huzur,4,127.0,16,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1715000
Yenimahalle,Turgut Özal,5,200.0,3,11,1,0,3,0,0,1,0,0,0,1,0,0,1,3849000
Etimesgut,Piyade,4,160.0,11,7,1,0,2,0,0,1,0,1,0,0,0,1,0,2100000
Keçiören,19 Mayıs,6,270.0,20,2,1,0,1,0,0,0,1,1,0,0,1,0,0,2000000
Çankaya,İlker,5,200.0,8,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2600000
Mamak,Bahçeleriçi,4,115.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1370000
Etimesgut,Turkuaz,4,135.0,10,12,1,0,1,0,0,1,0,0,1,0,0,1,0,1700000
Mamak,Hüseyingazi,4,100.0,20,3,1,0,1,0,0,1,0,1,0,0,0,1,0,950000
Mamak,Çağlayan,3,115.0,15,3,1,0,1,1,0,0,0,1,0,0,0,1,0,675000
Yenimahalle,Yeşilevler,5,170.0,8,8,1,0,2,0,1,0,0,1,0,0,1,0,0,2750000
Çankaya,Oran,5,180.0,15,30,1,0,2,0,0,1,0,0,0,1,0,1,0,10000000
Keçiören,Yayla,3,110.0,12,3,1,1,1,0,0,1,0,1,0,0,0,1,0,1575000
Çankaya,Sağlık,4,135.0,28,5,1,1,1,0,0,1,0,1,0,0,0,0,1,1550000
Etimesgut,Yeni Bağlıca,5,160.0,1,5,1,0,2,0,1,0,0,1,0,0,1,0,0,3500000
Çankaya,İlkbahar,2,79.0,7,16,1,0,1,1,0,0,0,0,1,0,1,0,0,2650000
Sincan,Selçuklu,5,165.0,4,10,1,0,2,0,0,1,0,0,1,0,0,0,1,3250000
Çankaya,Kazım Özalp,3,120.0,26,2,1,1,1,0,0,1,0,1,0,0,1,0,0,2690000
Mamak,Fahri Korutürk,4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1500000
Keçiören,İncirli,4,135.0,17,2,1,0,1,1,0,0,0,1,0,0,0,0,1,1250000
Keçiören,Tepebaşı,4,130.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1950000
Çankaya,Yeşilkent,4,130.0,5,30,1,0,1,0,0,1,0,0,0,1,0,1,0,4300000
Yenimahalle,Çarşı,7,220.0,19,3,1,0,2,0,0,0,1,1,0,0,1,0,0,3150000
Mamak,Ege,4,160.0,9,10,1,0,2,0,0,1,0,1,0,0,0,1,0,1839000
Mamak,Şahintepe,3,110.0,15,3,1,0,1,0,1,0,0,1,0,0,0,1,0,750000
Polatlı,Şehitlik,4,125.0,12,5,1,0,1,0,1,0,0,1,0,0,1,0,0,1050000
Etimesgut,Yeşilova,5,194.0,2,23,1,0,2,0,0,1,0,0,0,1,0,1,0,4000000
Yenimahalle,Güventepe,4,140.0,5,9,1,0,2,0,0,0,1,0,1,0,1,0,0,2490000
Yenimahalle,Karşıyaka,4,135.0,26,8,1,0,1,0,0,1,0,1,0,0,0,1,0,1570000
Polatlı,Şehitlik,4,130.0,17,4,1,0,1,0,0,0,1,1,0,0,0,0,1,820000
Çankaya,Erzurum,4,100.0,40,4,0,0,1,0,0,1,0,1,0,0,0,1,0,1230000
Etimesgut,Tunahan,4,125.0,18,12,1,0,1,0,0,1,0,1,0,0,0,1,0,2100000
Mamak,Demirlibahçe,3,110.0,15,3,1,0,1,0,1,0,0,1,0,0,0,1,0,890000
Çankaya,Beytepe,6,230.0,3,6,1,0,3,0,0,1,0,0,0,1,1,0,0,13250000
Çankaya,Naci Çakır,6,300.0,20,7,1,0,2,0,0,1,0,0,1,0,0,0,1,3900000
Sincan,Andiçen,6,190.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1150000
Keçiören,Aşağı Eğlence,5,165.0,5,4,1,0,1,0,0,1,0,0,0,1,1,0,0,3545000
Sincan,Plevne,3,90.0,25,4,1,0,1,0,1,0,0,1,0,0,1,0,0,725000
Mamak,Peyami Safa,3,90.0,15,3,1,0,1,0,1,0,0,1,0,0,0,1,0,890000
Keçiören,Uyanış,5,250.0,15,3,1,0,2,0,0,1,0,1,0,0,0,0,1,3100000
Keçiören,Hisar,4,145.0,4,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1649000
Keçiören,Kanuni,4,135.0,4,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1999000
Keçiören,Etlik,4,125.0,25,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2059000
Çankaya,Mürsel Uluç,4,150.0,20,13,1,0,2,0,0,1,0,1,0,0,0,0,1,4150000
Yenimahalle,Batı Sitesi,4,120.0,27,7,1,0,1,0,0,1,0,0,1,0,0,1,0,2195000
Mamak,Akşemsettin,4,135.0,4,3,1,0,1,1,0,0,0,1,0,0,0,0,1,1185000
Mamak,Mutlu,3,120.0,8,5,1,1,1,1,0,0,0,1,0,0,0,0,1,1350000
Çankaya,Kırkkonaklar,4,135.0,7,5,1,0,2,0,0,1,0,0,0,1,0,0,1,3150000
Çankaya,Prof. Dr. Ahmet Taner Kışlalı,5,177.0,21,10,1,0,2,0,1,0,0,1,0,0,0,1,0,5250000
Mamak,Bahçeleriçi,4,120.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1300000
Keçiören,Etlik,4,130.0,4,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2375000
Etimesgut,Süvari,5,158.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1200000
Etimesgut,Topçu,4,125.0,13,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1200000
Mamak,Saimekadın,4,105.0,42,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1350000
Yenimahalle,Yeşilevler,4,180.0,25,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1300000
Keçiören,Etlik,5,210.0,15,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2100000
Etimesgut,Bağlıca,5,245.0,4,16,1,0,2,0,0,0,1,0,0,1,0,1,0,6780000
Etimesgut,Bağlıca,6,220.0,3,12,1,0,2,0,0,1,0,0,0,1,0,0,1,4950000
Çankaya,Mürsel Uluç,4,150.0,20,13,1,0,2,0,0,1,0,1,0,0,0,0,1,4150000
Yenimahalle,Burç,4,130.0,8,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1700000
Altındağ,Güneşevler,4,165.0,4,13,1,0,2,0,0,1,0,0,0,1,0,0,1,3125000
Çankaya,Akpınar,4,140.0,25,6,1,0,1,0,0,1,0,0,1,0,1,0,0,2625000
Çankaya,Metin Akkuş,4,125.0,23,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2200000
Sincan,Malazgirt,4,135.0,14,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1499000
Mamak,Ekin,4,120.0,15,4,1,0,1,0,1,0,0,1,0,0,0,0,1,839000
Keçiören,Aşağı Eğlence,5,300.0,20,3,1,0,2,0,0,0,1,1,0,0,1,0,0,2550000
Pursaklar,Merkez,4,160.0,7,9,1,0,2,0,0,1,0,1,0,0,0,0,1,1850000
Keçiören,Ovacık,5,195.0,1,13,1,0,2,0,0,1,0,0,1,0,1,0,0,4699000
Mamak,Durali Alıç,4,120.0,8,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1430000
Mamak,Cengizhan,4,135.0,7,8,1,0,2,0,0,1,0,1,0,0,1,0,0,2500000
Çankaya,Ayrancı,3,115.0,45,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1650000
Yenimahalle,Çiğdemtepe,4,170.0,5,11,1,0,2,0,0,1,0,1,0,0,0,1,0,2000000
Mamak,Cengizhan,4,147.0,3,9,1,1,2,0,0,1,0,1,0,0,0,0,1,1900000
Altındağ,Beşikkaya,4,150.0,2,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1400000
Çankaya,Akpınar,4,165.0,18,3,1,0,2,0,1,0,0,1,0,0,0,1,0,2150000
Çankaya,Osman Temiz,5,175.0,16,4,1,0,2,0,0,1,0,1,0,0,1,0,0,2700000
Pursaklar,Merkez,5,190.0,2,15,1,0,2,0,0,1,0,1,0,0,1,0,0,2100000
Etimesgut,Turkuaz,5,192.0,9,14,1,0,2,0,0,1,0,0,1,0,0,1,0,2250000
Çankaya,Büyükesat,5,155.0,30,4,1,0,2,0,1,0,0,1,0,0,0,0,1,3300000
Etimesgut,Ahi Mesut,4,135.0,5,10,1,0,2,0,0,1,0,1,0,0,1,0,0,2499000
Gölbaşı,İncek,5,230.0,2,29,1,0,3,0,0,1,0,0,0,1,1,0,0,5250000
Mamak,Demirlibahçe,4,120.0,35,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1170000
Çankaya,Aziziye,7,300.0,30,3,1,0,2,0,0,1,0,0,1,0,1,0,0,5500000
Çankaya,Naci Çakır,3,80.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1200000
Pursaklar,Merkez,4,125.0,13,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1670000
Çankaya,Öveçler,4,135.0,14,4,1,0,1,0,1,0,0,1,0,0,0,0,1,1980000
Keçiören,Ufuktepe,4,140.0,10,3,1,1,1,0,0,0,1,1,0,0,0,0,1,2949000
Çankaya,Küçükesat,5,220.0,20,5,1,0,3,0,0,0,1,0,1,0,0,1,0,4490000
Mamak,Misket,4,150.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1000000
Mamak,Şahintepe,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1275000
Pursaklar,Merkez,4,135.0,10,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
Altındağ,Feridun Çelik,4,140.0,4,5,1,0,2,0,0,1,0,1,0,0,1,0,0,1550000
Çankaya,Emek,4,145.0,3,3,1,0,1,0,0,0,1,1,0,0,1,0,0,6000000
Keçiören,Atapark,4,140.0,7,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1679000
Keçiören,19 Mayıs,4,130.0,20,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1450000
Gölbaşı,Hacılar,8,450.0,16,2,1,0,3,0,1,0,0,1,0,0,1,0,0,7900000
Yenimahalle,Çiğdemtepe,5,149.0,10,11,1,0,2,0,0,1,0,0,1,0,0,1,0,1525000
Sincan,Tandoğan,4,135.0,16,3,1,0,1,0,1,0,0,1,0,0,1,0,0,935000
Keçiören,Esertepe,4,120.0,7,5,1,0,1,0,1,0,0,1,0,0,1,0,0,869000
Etimesgut,Yavuz Selim,2,75.0,10,18,1,1,1,0,0,1,0,0,0,1,0,1,0,1380000
Gölbaşı,Kızılcaşar,8,420.0,16,3,1,1,4,0,1,0,0,1,0,0,0,0,1,15250000
Sincan,Fevzi Çakmak,4,146.0,2,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1699000
Sincan,İstasyon,3,95.0,25,4,1,0,1,0,1,0,0,1,0,0,1,0,0,875000
Mamak,Bahçelerüstü,4,125.0,17,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1195000
Pursaklar,Mimar Sinan,4,125.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1380000
Etimesgut,Piyade,4,135.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1679000
Keçiören,Hisar,4,130.0,4,3,0,0,2,0,0,1,0,1,0,0,1,0,0,1285000
Pursaklar,Yunus Emre,5,190.0,4,17,1,0,2,0,0,1,0,0,0,1,1,0,0,2950000
Keçiören,Aşağı Eğlence,4,155.0,25,9,1,0,1,0,0,1,0,0,0,1,1,0,0,3700000
Çankaya,Mustafa Kemal,3,100.0,10,3,1,0,1,1,0,0,0,1,0,0,0,1,0,2500000
Yenimahalle,Turgut Özal,5,205.0,4,15,1,0,2,0,0,1,0,1,0,0,0,0,1,5700000
Mamak,General Zeki Doğan,4,135.0,15,3,1,0,1,1,0,0,0,1,0,0,0,0,1,900000
Keçiören,Şehit Kubilay,4,135.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1595000
Mamak,Aşık Veysel,4,100.0,18,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1120000
Yenimahalle,Demetlale,4,125.0,30,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1150000
Keçiören,Ayvalı,5,220.0,15,3,1,0,2,0,0,0,1,1,0,0,1,0,0,2100000
Keçiören,Osmangazi,4,190.0,2,15,1,0,2,0,0,1,0,1,0,0,0,0,1,3775000
Keçiören,Hisar,5,155.0,5,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2250000
Yenimahalle,Mehmet Akif Ersoy,5,185.0,4,30,1,0,2,0,0,1,0,0,0,1,0,0,1,6400000
Mamak,Bahçeleriçi,4,115.0,6,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1350000
Çankaya,Sokullu Mehmet Paşa,4,130.0,19,5,1,0,1,0,0,1,0,1,0,0,0,0,1,3500000
Keçiören,Şehit Kubilay,4,160.0,5,11,1,0,2,0,0,1,0,1,0,0,1,0,0,2500000
Çankaya,Sokullu Mehmet Paşa,4,120.0,25,3,1,1,1,0,0,1,0,1,0,0,0,1,0,1875000
Pursaklar,Mimar Sinan,5,190.0,3,8,1,0,2,0,0,1,0,1,0,0,1,0,0,2590000
Yenimahalle,Barıştepe,4,150.0,5,17,1,0,2,0,0,1,0,0,0,1,1,0,0,2500000
Altındağ,Doğantepe,4,130.0,3,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1550000
Keçiören,Yayla,3,110.0,12,4,1,1,1,0,0,1,0,1,0,0,0,1,0,1349000
Çankaya,Öveçler,4,130.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2749000
Çankaya,Sokullu Mehmet Paşa,4,125.0,25,2,1,0,1,0,0,1,0,1,0,0,1,0,0,2150000
Sincan,Malazgirt,8,250.0,22,3,1,0,2,0,1,0,0,1,0,0,0,0,1,1040000
Mamak,Başak,4,130.0,8,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1200000
Keçiören,Ayvalı,4,125.0,22,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1729000
Pursaklar,Fatih,5,190.0,3,14,1,1,2,0,0,1,0,0,0,1,1,0,0,3050000
Keçiören,Şehit Kubilay,5,165.0,5,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1999000
Mamak,Şahintepe,4,120.0,9,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2050000
Çankaya,Emek,4,130.0,35,4,1,0,1,0,0,1,0,0,1,0,0,1,0,3000000
Keçiören,Kanuni,4,110.0,12,3,1,0,1,0,1,0,0,1,0,0,1,0,0,855000
Pursaklar,Fatih,4,125.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1285000
Yenimahalle,İnönü,4,120.0,28,5,1,0,1,0,0,0,1,0,1,0,0,0,1,1750000
Keçiören,Karakaya,5,170.0,3,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1699000
Çankaya,Karapınar,6,295.0,15,4,1,0,3,0,0,1,0,1,0,0,1,0,0,2750000
Polatlı,Gazi,4,154.0,10,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1600000
Keçiören,Ayvalı,4,130.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2250000
Mamak,Şirintepe,4,160.0,13,3,1,0,2,0,0,0,1,1,0,0,1,0,0,1588000
