District,Neighborhood,Num_Of_Room,Area,Age,Apt_Floor,Credit_Eli,Items,Num_of_Bath,Floor_basement,Floor_first floor,Floor_interstage,Floor_top floor,Heat_type_Kombi,Heat_type_Merkezi,Heat_type_Merkezi (Pay Ölçer),Usage_Boş,Usage_Kiracılı,Usage_Mülk Sahibi,Price
Etimesgut,30 Ağustos,6,270.0,15,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1799000
Çankaya,Yücetepe,3,85.0,50,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1200000
Polatlı,Mehmet Akif,4,150.0,3,6,1,0,2,0,1,0,0,1,0,0,0,0,1,748000
Çankaya,Mutlukent,4,180.0,25,10,1,0,2,0,1,0,0,0,1,0,0,1,0,3600000
Yenimahalle,Ergenekon,3,120.0,20,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1090000
Polatlı,Gazi,4,135.0,25,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1100000
Çankaya,Aşağı Öveçler,4,165.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,3248000
Mamak,Gülveren,4,130.0,16,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1300000
Çankaya,Naci Çakır,4,125.0,25,2,1,0,1,0,0,1,0,1,0,0,0,1,0,2450000
Keçiören,Kamil Ocak,5,160.0,5,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2389000
Polatlı,Şehitlik,6,200.0,30,4,1,0,2,0,0,1,0,1,0,0,1,0,0,1500000
Çankaya,Emek,6,165.0,22,3,1,0,2,0,0,1,0,1,0,0,0,1,0,3600000
Mamak,Demirlibahçe,4,130.0,3,5,1,0,1,0,0,1,0,1,0,0,0,1,0,2249000
Mamak,Mutlu,4,210.0,4,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1869000
Keçiören,Ayvalı,4,135.0,11,4,1,1,1,0,0,1,0,1,0,0,0,0,1,1299000
Etimesgut,Bağlıca,5,190.0,5,11,0,0,2,0,0,1,0,0,0,1,0,0,1,3395000
Keçiören,Adnan Menderes,4,135.0,16,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1600000
Keçiören,Ayvalı,5,140.0,12,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1690000
Pursaklar,Merkez,4,125.0,20,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1950000
Etimesgut,Şeyh Şamil,4,135.0,17,9,1,0,2,0,0,1,0,1,0,0,0,1,0,1900000
Keçiören,Etlik,4,130.0,16,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1985000
Sincan,Pınarbaşı,4,135.0,7,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1570000
Mamak,General Zeki Doğan,4,120.0,16,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1520000
Çankaya,İncesu,3,120.0,25,3,1,0,1,0,0,0,1,1,0,0,1,0,0,1397000
Keçiören,Etlik,4,130.0,15,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1599000
Çankaya,Ata,4,155.0,13,5,1,0,1,0,0,1,0,1,0,0,0,0,1,2855000
Mamak,Mutlu,4,125.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1245000
Mamak,Fahri Korutürk,3,90.0,15,3,1,0,1,1,0,0,0,1,0,0,1,0,0,860000
Sincan,Akşemsettin,4,120.0,21,4,1,0,1,0,0,1,0,1,0,0,1,0,0,949000
Keçiören,Karakaya,5,155.0,1,3,0,0,2,0,0,1,0,1,0,0,1,0,0,2499000
Mamak,Şahap Gürler,6,330.0,10,8,1,0,4,0,0,1,0,1,0,0,0,1,0,1950000
Mamak,Boğaziçi,4,140.0,5,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1330000
Keçiören,Etlik,4,135.0,16,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1669000
Çankaya,Metin Oktay,4,120.0,30,3,1,0,1,0,0,0,1,1,0,0,0,1,0,1500000
Sincan,İstasyon,6,170.0,25,3,1,0,2,0,0,1,0,1,0,0,0,0,1,970000
Altındağ,Örnek,3,100.0,1,3,0,0,1,0,0,1,0,1,0,0,0,1,0,1575000
Keçiören,Hisar,4,130.0,15,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1495000
Yenimahalle,Ata,4,175.0,7,12,1,0,2,0,0,1,0,0,0,1,0,0,1,3150000
Çankaya,Prof. Dr. Ahmet Taner Kışlalı,6,365.0,4,14,1,0,3,0,0,1,0,0,0,1,0,1,0,5800000
Keçiören,İncirli,6,250.0,16,3,1,0,3,0,0,1,0,1,0,0,0,0,1,2975000
Keçiören,Etlik,4,130.0,25,3,1,0,1,0,0,0,1,1,0,0,1,0,0,2045000
Keçiören,23 Nisan,4,120.0,15,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1250000
Pursaklar,Merkez,5,180.0,8,17,1,0,2,0,1,0,0,0,0,1,1,0,0,2970000
Çankaya,Maltepe,3,85.0,40,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1500000
Altındağ,Beşikkaya,5,180.0,7,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1600000
Çankaya,Ertuğrulgazi,4,115.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1200000
Altındağ,Karapürçek,4,125.0,11,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1320000
Keçiören,Uyanış,5,256.0,1,13,1,0,1,0,0,1,0,1,0,0,0,0,1,3499000
Mamak,Peyami Safa,4,120.0,5,3,1,0,1,0,1,0,0,1,0,0,1,0,0,699000
Mamak,Harman,7,320.0,4,14,1,0,2,0,0,1,0,1,0,0,0,1,0,3459000
Mamak,Aşık Veysel,4,115.0,15,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1230000
Yenimahalle,Kentkoop,4,185.0,25,7,1,0,2,0,0,1,0,1,0,0,0,0,1,4100000
Çankaya,Harbiye,4,135.0,28,3,1,0,1,0,0,1,0,0,1,0,0,0,1,2749000
Etimesgut,Yeşilova,4,150.0,10,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2350000
Çankaya,Harbiye,4,120.0,25,3,1,0,1,0,1,0,0,1,0,0,1,0,0,2300000
Keçiören,Kanuni,4,135.0,15,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1590000
Keçiören,İncirli,4,120.0,15,3,1,1,1,0,0,1,0,1,0,0,1,0,0,1365000
Çankaya,Karapınar,4,130.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2580000
Altındağ,Güneşevler,4,140.0,5,12,1,0,2,0,0,1,0,0,0,1,0,0,1,3100000
Altındağ,Karapürçek,4,120.0,20,4,1,0,1,1,0,0,0,1,0,0,0,0,1,984000
Pursaklar,Mimar Sinan,4,165.0,4,12,1,0,2,0,0,1,0,1,0,0,1,0,0,2575000
Pursaklar,Fatih,4,130.0,17,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1460000
Mamak,Fahri Korutürk,5,260.0,13,3,1,0,2,0,0,1,0,1,0,0,0,0,1,3100000
Mamak,Kutlu,4,135.0,12,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1450000
Mamak,Şahintepe,6,280.0,5,4,1,0,2,0,0,1,0,1,0,0,0,0,1,2500000
Keçiören,Yükseltepe,4,135.0,1,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1950000
Keçiören,Yükseltepe,5,200.0,4,10,1,0,2,0,0,1,0,0,1,0,1,0,0,3150000
Etimesgut,Bağlıca,5,185.0,1,8,1,0,3,0,0,1,0,1,0,0,0,0,1,5100000
Mamak,Harman,4,120.0,5,12,1,0,1,0,0,1,0,0,0,1,0,0,1,1659000
Mamak,Hürel,4,125.0,6,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1230000
Gölbaşı,Taşpınar,6,350.0,4,31,1,0,3,0,0,1,0,0,0,1,0,0,1,7300000
Etimesgut,Topçu,4,125.0,17,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1800000
Altındağ,Örnek,3,85.0,50,5,1,0,1,0,0,1,0,1,0,0,0,1,0,805000
Çankaya,Ayrancı,5,210.0,26,3,1,0,2,0,0,1,0,0,1,0,0,1,0,3400000
Çankaya,Emek,3,80.0,35,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1825000
Etimesgut,Piyade,4,105.0,13,3,1,0,1,1,0,0,0,1,0,0,1,0,0,890000
Altındağ,Beşikkaya,4,130.0,8,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1050000
Yenimahalle,Çiğdemtepe,4,160.0,11,8,0,0,2,0,0,1,0,1,0,0,0,1,0,1575000
Çankaya,Ata,4,149.0,12,4,1,0,1,0,0,1,0,1,0,0,0,0,1,3650000
Çankaya,İlkadım,3,100.0,27,4,1,0,1,0,0,1,0,0,1,0,0,0,1,2100000
Çankaya,Osman Temiz,5,185.0,4,3,1,0,2,0,1,0,0,1,0,0,0,0,1,2100000
Etimesgut,Atakent,4,120.0,18,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1250000
Yenimahalle,Uğur Mumcu,4,135.0,30,9,1,0,1,0,0,1,0,0,1,0,0,0,1,2650000
Çankaya,Metin Akkuş,4,125.0,29,2,1,0,1,0,0,1,0,1,0,0,0,0,1,2075000
Sincan,Akşemsettin,4,120.0,7,4,1,1,1,0,0,1,0,1,0,0,0,0,1,1535000
Keçiören,Kamil Ocak,4,160.0,2,13,1,0,2,0,0,1,0,0,0,1,1,0,0,3500000
Çankaya,Umut,4,100.0,30,2,1,0,1,0,0,1,0,1,0,0,0,0,1,1685000
Yenimahalle,Kardelen,4,140.0,15,8,1,0,2,0,0,1,0,1,0,0,0,1,0,2800000
Mamak,Şafaktepe,4,115.0,28,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
Keçiören,Hisar,4,145.0,4,3,1,1,2,0,0,0,1,1,0,0,1,0,0,1899000
Etimesgut,Ahi Mesut,4,165.0,5,8,1,0,2,0,0,1,0,0,0,1,0,0,1,2970000
Sincan,Atatürk,4,115.0,20,4,1,0,1,0,1,0,0,1,0,0,1,0,0,860000
Çankaya,Öveçler,4,135.0,30,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2749000
Mamak,General Zeki Doğan,4,135.0,8,6,1,0,1,0,0,1,0,1,0,0,1,0,0,1525000
Keçiören,Ayvalı,4,175.0,7,14,1,0,2,0,0,1,0,0,0,1,1,0,0,2650000
Yenimahalle,Anadolu,4,135.0,11,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1550000
Etimesgut,Turkuaz,5,192.0,12,14,1,0,2,0,0,1,0,0,1,0,0,0,1,2550000
Polatlı,Şentepe,4,185.0,3,8,1,0,2,0,0,1,0,1,0,0,1,0,0,1450000
Çankaya,Cevizlidere,4,150.0,12,4,1,0,1,0,0,1,0,1,0,0,0,0,1,2550000
Mamak,Karaağaç,4,125.0,6,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1599000
Altındağ,Aydınlıkevler,3,105.0,40,4,0,0,1,0,0,1,0,1,0,0,0,0,1,1650000
Çankaya,Yukarı Bahçelievler,4,105.0,26,4,1,0,1,0,0,0,1,1,0,0,0,1,0,2460000
Keçiören,Ayvalı,4,125.0,16,3,1,1,1,0,0,1,0,1,0,0,0,0,1,1349000
Çankaya,Naci Çakır,4,110.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1750000
Mamak,Gülveren,4,120.0,14,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1520000
Çankaya,Bahçelievler,4,110.0,7,4,1,0,1,0,0,1,0,1,0,0,0,1,0,6200000
Çankaya,Konutkent,2,74.0,4,25,1,0,1,0,0,1,0,0,0,1,0,1,0,2550000
Etimesgut,Şeyh Şamil,4,140.0,15,9,1,0,2,0,1,0,0,1,0,0,0,0,1,2300000
Keçiören,Basınevleri,3,85.0,25,3,1,0,1,1,0,0,0,1,0,0,1,0,0,929000
Çankaya,Alacaatlı,5,220.0,2,11,1,0,2,0,0,1,0,0,0,1,0,0,1,4950000
Keçiören,Etlik,4,130.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1949000
Mamak,Fahri Korutürk,4,125.0,5,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1349000
Çankaya,Harbiye,4,130.0,35,3,1,1,1,0,1,0,0,0,1,0,0,0,1,2750000
Mamak,Kartaltepe,4,110.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,775000
Pursaklar,Merkez,4,130.0,13,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
Sincan,Pınarbaşı,4,130.0,11,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1369000
Keçiören,Kafkas,4,140.0,10,9,0,0,2,0,0,1,0,1,0,0,1,0,0,1519000
Yenimahalle,Gayret,4,110.0,30,4,0,0,1,0,0,1,0,0,1,0,0,1,0,2419000
Keçiören,Ovacık,9,450.0,2,14,1,0,3,0,0,1,0,0,0,1,1,0,0,7000000
Çankaya,Ata,4,145.0,18,4,1,0,1,0,0,1,0,1,0,0,0,1,0,2800000
Mamak,Fahri Korutürk,3,100.0,5,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1100000
Keçiören,Sancaktepe,5,175.0,4,4,1,0,2,0,1,0,0,1,0,0,1,0,0,1470000
Keçiören,İncirli,4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1485000
Mamak,Başak,5,175.0,15,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1380000
Mamak,Aşık Veysel,4,100.0,25,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1125000
Çankaya,Kavaklıdere,3,90.0,40,3,1,0,1,0,1,0,0,0,1,0,0,1,0,1750000
Çankaya,Çankaya,5,300.0,50,4,1,0,2,0,0,1,0,0,1,0,1,0,0,8750000
Çankaya,Birlik,4,145.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,3150000
Çankaya,Koru,5,195.0,8,16,1,0,2,0,0,1,0,1,0,0,0,0,1,6750000
Polatlı,Fatih,4,115.0,10,4,1,0,1,0,1,0,0,1,0,0,0,0,1,830000
Mamak,Şahintepe,4,110.0,15,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1115000
Çankaya,Murat,4,95.0,30,3,1,0,1,1,0,0,0,1,0,0,1,0,0,995000
Keçiören,Esertepe,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1519000
Çankaya,Sokullu Mehmet Paşa,4,130.0,30,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2055000
Keçiören,Şehit Kubilay,4,120.0,6,3,1,0,1,0,1,0,0,1,0,0,0,0,1,1350000
Çankaya,Şehit Cengiz Karaca,4,130.0,25,8,1,0,1,0,0,1,0,1,0,0,1,0,0,2450000
Çankaya,Harbiye,4,145.0,30,3,1,0,1,0,0,1,0,0,1,0,1,0,0,3275000
Altındağ,Aydınlıkevler,4,130.0,3,3,1,0,2,0,1,0,0,1,0,0,0,0,1,3000000
Keçiören,İncirli,3,100.0,25,3,1,0,1,1,0,0,0,1,0,0,1,0,0,849000
Altındağ,Başpınar,4,150.0,2,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1750000
Pursaklar,Saray Fatih,5,200.0,4,12,1,0,2,0,0,1,0,0,0,1,0,0,1,2875000
Sincan,Tandoğan,4,110.0,22,3,1,0,1,0,0,0,1,1,0,0,0,0,1,980000
Mamak,Akşemsettin,6,260.0,10,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2200000
Mamak,Bahçeleriçi,4,120.0,5,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1250000
Keçiören,Yükseltepe,4,125.0,1,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1950000
Mamak,Şahintepe,4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,950000
Çankaya,Beytepe,8,440.0,5,4,1,0,4,0,1,0,0,1,0,0,1,0,0,8200000
Pursaklar,Merkez,4,125.0,11,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1449000
Sincan,Tandoğan,4,130.0,17,4,1,0,1,0,0,0,1,1,0,0,0,0,1,1369000
Sincan,Selçuklu,4,125.0,18,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1399000
Keçiören,Bağlarbaşı,5,170.0,18,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1600000
Altındağ,Karapürçek,4,135.0,7,3,1,0,1,1,0,0,0,1,0,0,0,0,1,804000
Mamak,Şafaktepe,4,110.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1170000
Etimesgut,Ahi Mesut,5,186.0,6,9,1,0,2,0,0,1,0,0,0,1,0,1,0,3490000
Keçiören,Kalaba,4,120.0,20,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1200000
Altındağ,Feridun Çelik,4,150.0,3,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1300000
Keçiören,Karakaya,4,120.0,10,4,1,0,1,0,1,0,0,1,0,0,1,0,0,859000
Mamak,Tuzluçayır,5,190.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2100000
Çankaya,Huzur,6,350.0,14,4,1,0,3,0,0,1,0,1,0,0,1,0,0,4650000
Çankaya,Huzur,3,100.0,19,3,1,1,1,1,0,0,0,1,0,0,0,1,0,1250000
Mamak,Türközü,5,250.0,16,3,1,0,2,0,0,0,1,1,0,0,0,0,1,1800000
Keçiören,Osmangazi,4,140.0,11,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1649000
Sincan,Menderes,4,135.0,5,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1349000
Sincan,Selçuklu,4,120.0,20,4,1,0,1,0,0,1,0,1,0,0,1,0,0,1399000
Etimesgut,Topçu,2,80.0,15,3,1,0,1,0,1,0,0,1,0,0,1,0,0,760000
Çankaya,Dodurga,5,210.0,4,20,1,0,2,0,0,1,0,0,0,1,0,0,1,5775000
Keçiören,Etlik,4,120.0,21,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1800000
Yenimahalle,Çarşı,4,130.0,28,3,1,0,1,0,0,1,0,1,0,0,0,1,0,2500000
Çankaya,Aşağı Öveçler,4,135.0,25,3,1,0,1,0,1,0,0,1,0,0,0,1,0,1900000
Çankaya,Seyranbağları,4,120.0,21,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1650000
Çankaya,Fakülteler,4,145.0,25,2,1,0,1,0,0,1,0,1,0,0,0,1,0,2150000
Yenimahalle,Turgut Özal,3,90.0,3,23,1,1,1,0,0,1,0,0,0,1,1,0,0,1800000
Keçiören,Kafkas,4,130.0,15,8,1,0,2,0,0,1,0,1,0,0,1,0,0,1540000
Etimesgut,Yavuz Selim,4,120.0,25,5,1,0,1,0,0,1,0,1,0,0,0,1,0,1780000
Keçiören,Karakaya,4,130.0,6,4,1,0,2,0,0,1,0,1,0,0,0,0,1,1280000
Etimesgut,30 Ağustos,6,360.0,11,8,1,0,3,0,0,1,0,1,0,0,0,0,1,4350000
Çankaya,Yukarı Dikmen,3,80.0,4,30,1,0,1,0,0,1,0,0,0,1,1,0,0,4550000
Etimesgut,Alsancak,2,80.0,1,4,1,0,1,1,0,0,0,1,0,0,1,0,0,845000
Çankaya,İlkadım,4,135.0,20,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2500000
Mamak,Ege,4,147.0,6,11,1,0,2,0,0,1,0,0,0,1,1,0,0,2250000
Çankaya,Birlik,5,235.0,18,4,1,0,2,0,0,1,0,1,0,0,0,1,0,3500000
Mamak,Şahintepe,4,120.0,15,3,1,0,1,0,0,1,0,1,0,0,0,1,0,950000
Polatlı,Şentepe,4,150.0,6,5,1,0,2,0,0,1,0,1,0,0,1,0,0,1380000
Etimesgut,Topçu,3,95.0,12,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1100000
Keçiören,Tepebaşı,4,110.0,30,3,1,0,1,1,0,0,0,1,0,0,0,0,1,699000
Çankaya,Oran,3,110.0,20,6,1,0,1,0,0,1,0,0,0,1,0,1,0,7250000
Keçiören,Yayla,4,150.0,2,3,1,0,2,0,0,1,0,1,0,0,1,0,0,1999000
Çankaya,Çiğdem,4,130.0,25,15,1,0,1,0,0,1,0,0,1,0,0,1,0,3850000
Yenimahalle,Yeni Batı,3,105.0,10,17,1,0,1,0,0,1,0,0,0,1,0,1,0,2200000
Altındağ,Örnek,3,100.0,21,2,1,0,1,0,0,1,0,1,0,0,0,1,0,750000
Çankaya,Şehit Cevdet Özdemir,5,275.0,11,2,1,0,2,0,0,1,0,1,0,0,0,0,1,3250000
Keçiören,Etlik,4,125.0,8,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1575000
Yenimahalle,Pamuklar,5,150.0,15,5,1,0,1,0,0,1,0,1,0,0,0,0,1,1819000
Çankaya,Cevizlidere,4,120.0,18,4,1,0,1,0,0,1,0,1,0,0,0,0,1,3315000
Keçiören,Etlik,4,140.0,20,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2050000
Keçiören,Yayla,4,120.0,16,6,1,0,1,0,1,0,0,1,0,0,0,1,0,1650000
Mamak,Bahçelerüstü,4,130.0,5,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1750000
Pursaklar,Yunus Emre,5,180.0,4,12,1,0,2,0,1,0,0,0,0,1,0,0,1,2100000
Sincan,İstasyon,4,150.0,17,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1550000
Keçiören,Hisar,4,1.335,13,4,0,0,1,0,0,1,0,1,0,0,1,0,0,1495000
Sincan,Yunus Emre,4,140.0,18,10,1,0,1,0,0,1,0,1,0,0,1,0,0,1650000
Pursaklar,Mimar Sinan,4,125.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1690000
Çankaya,Osman Temiz,6,300.0,20,2,1,0,2,0,0,1,0,1,0,0,0,1,0,3400000
Mamak,Akşemsettin,4,100.0,11,3,1,0,1,1,0,0,0,1,0,0,0,0,1,910000
Mamak,Mutlu,6,225.0,5,4,1,0,2,0,0,1,0,1,0,0,0,1,0,1700000
Çankaya,Naci Çakır,4,110.0,25,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1750000
Yenimahalle,Kardelen,4,130.0,25,7,1,0,1,0,0,1,0,0,1,0,0,1,0,2950000
Çankaya,Beytepe,5,185.0,1,33,0,0,3,0,0,1,0,0,1,0,1,0,0,4900000
Pursaklar,Yunus Emre,4,130.0,5,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1980000
Pursaklar,Merkez,4,140.0,10,3,1,0,2,0,0,1,0,1,0,0,0,0,1,1300000
Çankaya,Mürsel Uluç,1,50.0,17,3,1,0,1,0,0,1,0,0,1,0,0,1,0,1080000
Çankaya,Osman Temiz,4,125.0,22,3,1,0,1,0,0,1,0,0,1,0,1,0,0,1830000
Mamak,Fahri Korutürk,3,110.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1050000
Sincan,Pınarbaşı,4,130.0,13,4,1,0,1,0,0,1,0,1,0,0,0,0,1,1575000
Etimesgut,Ahi Mesut,4,180.0,7,10,1,0,2,0,0,1,0,0,0,1,1,0,0,2790000
Pursaklar,Merkez,5,185.0,5,10,1,0,2,0,0,1,0,1,0,0,1,0,0,2850000
Keçiören,Esertepe,4,130.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1495000
Çankaya,Öveçler,4,135.0,17,4,1,0,1,0,1,0,0,1,0,0,0,0,1,2190000
Sincan,Akşemsettin,4,130.0,13,4,1,0,1,0,0,1,0,1,0,0,0,1,0,1569000
Keçiören,Etlik,4,150.0,21,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2760000
Çankaya,İlkadım,4,125.0,25,7,1,0,2,0,0,1,0,1,0,0,1,0,0,2650000
Keçiören,Şehit Kubilay,4,140.0,6,5,1,0,1,0,0,1,0,1,0,0,1,0,0,1599000
Altındağ,Güneşevler,4,130.0,5,3,1,0,1,0,0,1,0,1,0,0,0,0,1,2550000
Çankaya,İlkadım,4,135.0,26,3,1,1,1,0,0,1,0,0,1,0,0,0,1,2749000
Mamak,Başak,4,125.0,3,3,1,0,1,1,0,0,0,1,0,0,1,0,0,849000
Pursaklar,Yunus Emre,4,125.0,13,3,1,0,1,0,1,0,0,1,0,0,1,0,0,1279000
Pursaklar,Fatih,5,190.0,8,15,1,0,2,0,0,1,0,0,1,0,0,0,1,2375000
Mamak,Misket,4,115.0,10,5,1,0,1,1,0,0,0,1,0,0,0,0,1,1550000
Mamak,Kutlu,6,250.0,15,5,1,0,2,1,0,0,0,1,0,0,0,1,0,1300000
Mamak,Demirlibahçe,4,125.0,50,3,0,0,1,0,0,1,0,1,0,0,1,0,0,909000
Mamak,Altıağaç,4,120.0,6,7,1,0,1,0,0,1,0,1,0,0,0,0,1,1949000
Mamak,Hürel,3,95.0,15,4,1,0,1,0,1,0,0,1,0,0,1,0,0,930000
Çankaya,Aşağı Öveçler,4,130.0,26,4,0,0,1,0,0,1,0,1,0,0,0,1,0,1700000
Keçiören,Basınevleri,4,120.0,33,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2050000
Altındağ,Battalgazi,3,95.0,10,3,1,0,1,1,0,0,0,1,0,0,0,0,1,630000
Çankaya,Kavaklıdere,4,130.0,26,4,1,0,1,0,0,1,0,1,0,0,1,0,0,2575000
Altındağ,Hacettepe,4,120.0,30,6,1,0,1,0,0,1,0,1,0,0,0,0,1,1300000
Keçiören,İncirli,7,250.0,13,3,1,0,2,0,0,1,0,1,0,0,0,0,1,3350000
Keçiören,Güçlükaya,5,290.0,2,11,1,0,2,0,0,1,0,1,0,0,1,0,0,3094000
Etimesgut,Piyade,4,160.0,10,7,1,0,2,0,0,0,1,1,0,0,0,0,1,3050000
Mamak,Başak,4,120.0,11,4,1,0,1,0,1,0,0,1,0,0,1,0,0,725000
Pursaklar,Mimar Sinan,5,206.0,3,15,1,0,2,0,0,1,0,0,0,1,1,0,0,4200000
Mamak,Ege,4,145.0,5,8,1,0,2,0,0,1,0,1,0,0,1,0,0,2500000
Keçiören,Uyanış,4,170.0,15,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1250000
Keçiören,Atapark,6,300.0,10,3,1,0,2,0,0,1,0,1,0,0,1,0,0,2945000
Çankaya,Huzur,4,130.0,22,3,1,0,1,0,0,1,0,1,0,0,1,0,0,2580000
Mamak,Peyami Safa,4,120.0,13,3,1,0,1,0,0,1,0,1,0,0,0,1,0,1075000
Keçiören,Şenlik,4,120.0,33,3,1,0,1,0,0,1,0,1,0,0,1,0,0,1665000
Altındağ,Gültepe,3,94.0,11,13,1,0,1,0,0,1,0,0,0,1,0,1,0,980000
Çankaya,Hilal,4,145.0,15,4,1,0,1,0,0,1,0,1,0,0,0,0,1,3150000
Yenimahalle,Turgut Özal,2,90.0,3,23,1,0,1,0,0,1,0,0,0,1,0,1,0,1750000
Keçiören,Kuşcağız,5,180.0,8,3,1,0,2,1,0,0,0,1,0,0,1,0,0,1350000
Keçiören,Kafkas,4,130.0,20,1,1,1,1,0,1,0,0,1,0,0,1,0,0,679000
Gölbaşı,Kızılcaşar,6,348.0,3,18,0,0,3,0,0,1,0,0,0,1,1,0,0,9657000
Keçiören,Esertepe,4,125.0,20,3,1,0,1,1,0,0,0,1,0,0,1,0,0,850000
Etimesgut,Devlet,4,120.0,21,8,1,0,1,0,1,0,0,1,0,0,0,0,1,1725000
Yenimahalle,Ergenekon,4,139.0,26,3,1,0,1,0,0,1,0,1,0,0,0,0,1,1295000
Pursaklar,Fatih,5,135.0,13,3,1,1,1,0,1,0,0,1,0,0,0,0,1,1550000
Etimesgut,Piyade,7,250.0,13,3,1,0,2,0,0,1,0,1,0,0,0,0,1,2085000
Pursaklar,Mimar Sinan,5,190.0,5,15,1,0,2,0,0,1,0,0,0,1,1,0,0,3500000
Mamak,Kutlu,4,165.0,5,4,1,0,1,0,0,1,0,1,0,0,0,1,0,799000
